Language;Group;Speaker;Grapheme;Task;File;Word;Plosion_index;VOT;Length;Gender;Burst;Error
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_baile_1;baile;6.958387346;0.065170068;0.07015873;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bandera_0;bandera;5.637841478;0.031535732;0.03761572;F;False;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_barriga_1;barriga;11.89785644;0.016449232;0.023126643;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_barrio_1;barrio;12.51745451;0.035133535;0.044726281;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_basura_1;basura;8.928240452;0.045495948;0.06033557;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bata_1;bata;8.670459833;0.028311819;0.042494331;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_beber_1;beber;3.999416262;0.072482784;0.084240363;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bebida_1;bebida;3.603977413;0.045124717;0.050113379;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_belleza_1;belleza;7.008906567;0.041321635;0.051496599;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_belÃ©n_1;belÃ©n;11.38298061;0.044790822;0.051950113;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_berenjena_1;berenjena;13.62709686;0.019466686;0.028702391;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_berza_1;berza;9.613091912;0.054263039;0.059251701;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bicho_1;bicho;3.451833207;0.018937897;0.030738493;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bigote_1;bigote;6.689675938;0.010560967;0.023120323;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bizcocho_1;bizcocho;8.872714288;0.015846301;0.024132887;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_boda_1;boda;9.585146894;0.01968064;0.026931403;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bodega_1;bodega;12.75117954;0.138095238;0.1430839;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bolsillo_1;bolsillo;12.98248093;0.012182686;0.018915537;F;True;
Spanish;Monolinguals;101;b;naming;b_pic_nam_101_bombero_0;bombero;45.81090246;0.047647866;0.059754041;F;False;
Spanish;Monolinguals;101;b;PW;b_PW_101_badirra_1;badirra;9.7489932;0.079047619;0.084036281;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bafo_1;bafo;8.193481264;0.014666075;0.027883747;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_baijo_1;baijo;15.16479683;0.011146779;0.023420333;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bamio_0;bamio;5.04190809;0.04569161;0.050680272;F;False;
Spanish;Monolinguals;101;b;PW;b_PW_101_baneja_1;baneja;7.210485603;0.038185941;0.043174603;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bantula_1;bantula;8.501821067;0.047573696;0.052562358;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bebufa_1;bebufa;9.776730783;0.05401001;0.064353741;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bejo_1;bejo;7.192619437;0.016604408;0.036389365;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bellar_1;bellar;5.14988205;0.023441705;0.042494331;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_belloda_1;belloda;5.60756183;0.055487528;0.06047619;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bemÃ©l_1;bemÃ©l;12.5596886;0.033734449;0.044240363;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_berfo_1;berfo;11.68924204;0.042270636;0.050861678;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_berranpoma_1;berranpoma;3.920814487;0.045283447;0.050272109;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bifla_1;bifla;2.09319465;0.06151376;0.068962435;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bijufe_0;bijufe;3.155399594;0.077148557;0.089397592;F;False;
Spanish;Monolinguals;101;b;PW;b_PW_101_bizcura_1;bizcura;5.09646432;0.0104418;0.02249003;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bollopa_1;bollopa;3.710793569;0.069433107;0.074421769;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_boltaro_1;boltaro;3.716533903;0.037505669;0.042494331;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_bombaja_1;bombaja;6.701846346;0.046281179;0.051269841;F;True;
Spanish;Monolinguals;101;b;PW;b_PW_101_boÃ±a_1;boÃ±a;7.638030101;0.066728418;0.076553288;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_baile_1;baile;7.821238615;0.009638584;0.0208836;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bandera_0;bandera;20.69171308;0.013555023;0.026406469;F;False;
Spanish;Monolinguals;101;b;reading;b_reading_101_barriga_1;barriga;6.057691664;0.027032319;0.034261258;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_barrio_1;barrio;13.06892934;0.012851446;0.0208836;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_basura_1;basura;4.681318537;0.021485533;0.031927333;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bata_1;bata;8.405140807;0.017896552;0.028338352;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_beber_1;beber;10.4080979;0.017899656;0.029144672;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bebida_0;bebida;14.30266682;0.012228399;0.021063768;F;False;
Spanish;Monolinguals;101;b;reading;b_reading_101_beca_0;beca;12.55431661;0.019293053;0.028128422;F;False;
Spanish;Monolinguals;101;b;reading;b_reading_101_belleza_1;belleza;6.664751166;0.021525334;0.036786426;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_belÃ©n_1;belÃ©n;8.237810459;0.017318651;0.028563666;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_berenjena_1;berenjena;24.45167461;0.003074993;0.016867523;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_berza_1;berza;8.270988447;0.072673164;0.082947846;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bicho_1;bicho;5.142836761;0.058639456;0.063628118;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bigote_1;bigote;4.608065736;0.01959256;0.028427929;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bizcocho_1;bizcocho;10.22501357;0.012102088;0.021740672;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_boda_1;boda;2.71847996;0.035341476;0.04708836;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bodega_1;bodega;3.536004157;0.030703617;0.042947846;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bolsillo_1;bolsillo;11.2544614;0.011201293;0.017848204;F;True;
Spanish;Monolinguals;101;b;reading;b_reading_101_bombero_1;bombero;4.262031207;0.044363159;0.051360544;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vacÃ­o_1;vacÃ­o;16.47378929;0.030672635;0.043708663;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vamos_1;vamos;8.087158787;0.018337191;0.025873517;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vaquero_1;vaquero;6.295865386;0.015970267;0.031978039;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_varios_0;varios;6.231837298;0.060680272;0.065668934;F;False;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vaso_1;vaso;9.42228412;0.111655329;0.116643991;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vecino_0;vecino;13.88799524;0.028265129;0.041223126;F;False;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vela_1;vela;6.542864936;0.024954936;0.0368331;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_veloz_1;veloz;12.15401401;0.045352989;0.055071487;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vencer_1;vencer;9.975030147;0.016158797;0.022034724;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_venga_1;venga;5.551597102;0.074965986;0.079954649;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_ventanilla_1;ventanilla;27.48096789;0.004301107;0.015624098;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_verano_1;verano;13.0763195;0.057427354;0.065963719;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vidrio_1;vidrio;10.1660221;0.006666482;0.010958552;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vistazo_0;vistazo;5.394667256;0.00892498;0.066021968;F;False;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_vivienda_1;vivienda;12.27727161;0.011276078;0.031509442;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_voceo_1;voceo;3.48596183;0.053134297;0.065977128;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_voces_1;voces;5.245940755;0.042630385;0.047619048;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_volante_1;volante;7.919277196;0.044343117;0.051609977;F;True;
Spanish;Monolinguals;101;v;naming;b_pic_nam_101_volverse_1;volverse;3.763504919;0.020061886;0.02541287;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_valis_1;valis;7.340801433;0.050268215;0.057800454;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vallefo_1;vallefo;9.667483838;0.048338534;0.055827664;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_valÃ­o_1;valÃ­o;12.56674354;0.040451063;0.049569161;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_varruta_0;varruta;3.680146605;0.039455782;0.044444444;F;False;
Spanish;Monolinguals;101;v;PW;b_PW_101_vaties_0;vaties;9.743917207;0.011676796;0.025485524;F;False;
Spanish;Monolinguals;101;v;PW;b_PW_101_vaÃ±e_1;vaÃ±e;6.320578085;0.033595869;0.042585034;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_venba_1;venba;11.77417363;0.027632047;0.046314443;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_venpar_1;venpar;12.19603515;0.023952917;0.033700254;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_ventijina_1;ventijina;4.866504254;0.049678279;0.060498866;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vepa_1;vepa;3.435516576;0.030530267;0.042494331;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_verez_0;verez;3.27647676;0.039650464;0.051834635;F;False;
Spanish;Monolinguals;101;v;PW;b_PW_101_verrapo_1;verrapo;5.556242416;0.08829932;0.093287982;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vetimo_1;vetimo;5.796157587;0.037505669;0.042494331;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vifio_1;vifio;2.884578543;0.057845805;0.062834467;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vilianta_1;vilianta;14.42321262;0.149206349;0.154195011;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vispulo_1;vispulo;10.09540913;0.064603555;0.074687724;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vojande_1;vojande;4.910856983;0.026857704;0.035775198;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_volgarse_1;volgarse;6.037600617;0.043219955;0.048208617;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_vopas_1;vopas;6.856802027;0.036150062;0.045623583;F;True;
Spanish;Monolinguals;101;v;PW;b_PW_101_voÃ±eo_1;voÃ±eo;3.279621875;0.029127856;0.037054517;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vacÃ­o_1;vacÃ­o;23.29570174;0.008432932;0.019001814;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vajilla_0;vajilla;7.03102164;0.020329814;0.030238141;F;False;
Spanish;Monolinguals;101;v;reading;b_reading_101_vamos_1;vamos;12.95579214;0.029064424;0.037425931;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vaquero_1;vaquero;17.57117005;0.011769286;0.020356502;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_varios_1;varios;4.494542632;0.043644196;0.054081633;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vaso_1;vaso;18.19697972;0.027743314;0.036991085;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vecino_0;vecino;5.908205868;0.013762949;0.02565294;F;False;
Spanish;Monolinguals;101;v;reading;b_reading_101_vela_1;vela;3.666285739;0.045159756;0.055170068;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_veloz_1;veloz;6.982257084;0.017513664;0.024119215;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vencer_0;vencer;4.136327034;0.023977133;0.035867124;F;False;
Spanish;Monolinguals;101;v;reading;b_reading_101_venga_0;venga;2.045729574;0.032587727;0.044240363;F;False;
Spanish;Monolinguals;101;v;reading;b_reading_101_ventanilla_1;ventanilla;13.71983611;0.012154974;0.025366076;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_verano_1;verano;9.700784039;0.012799553;0.024028989;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vidrio_1;vidrio;2.648321338;0.029724979;0.042275525;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vistazo_1;vistazo;8.637830661;0.015340061;0.029872273;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_vivienda_1;vivienda;7.58778604;0.011769098;0.018374649;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_voceo_1;voceo;6.030314652;0.058761646;0.069002268;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_voces_0;voces;11.80397282;0.016016698;0.024603915;F;False;
Spanish;Monolinguals;101;v;reading;b_reading_101_volante_1;volante;12.55277189;0.015964947;0.031157714;F;True;
Spanish;Monolinguals;101;v;reading;b_reading_101_volverse_1;volverse;9.024331474;0.012171673;0.022079999;F;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bandera_1;bandera;6.321249584;0.006863356;0.014707192;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_barrio_0;barrio;6.21362527;0.014894095;0.023405006;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bata_1;bata;7.053402832;0.00685985;0.013719701;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_beber_1;beber;5.976516306;0.009603791;0.016463641;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bebida_1;bebida;10.35087664;0.13111945;0.170939803;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_beca_1;beca;12.39988574;0.014681502;0.029900264;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_belleza_1;belleza;8.134784443;0.016717257;0.03211473;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_berenjena_0;berenjena;13.4566807;0.013197834;0.025515813;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bicho_0;bicho;5.508930175;0.104903963;0.123416427;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bigote_0;bigote;3.910558413;0.011633804;0.017521645;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_boda_1;boda;5.901016761;0.091793555;0.113548138;M;True;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bodega_0;bodega;9.432490063;0.007675846;0.015351693;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bolsillo_0;bolsillo;7.353877504;0.0290928;0.0566544;M;False;
Spanish;Monolinguals;102;b;naming;b_pic_nam_102_bombero_1;bombero;9.716698453;0.058753207;0.105965605;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_badirra_1;badirra;15.32639911;0.146816397;0.159229025;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bafo_0;bafo;23.11404057;0.194225846;0.203842312;M;False;
Spanish;Monolinguals;102;b;PW;b_PW_102_baijo_1;baijo;31.39444794;0.124986708;0.132176871;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bamio_1;bamio;20.43177944;0.181667937;0.192063492;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_baneja_1;baneja;14.73069324;0.162967439;0.172834467;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bebufa_1;bebufa;8.235899251;0.08967566;0.10122449;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bejo_1;bejo;7.891450849;0.125963719;0.130952381;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bellar_1;bellar;5.929083388;0.107065982;0.12031746;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_belloda_1;belloda;9.45602282;0.121007199;0.13623327;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bemÃ©l_1;bemÃ©l;15.17098272;0.324256266;0.34028371;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_berfo_1;berfo;10.68814182;0.144320006;0.15462585;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_berranpoma_1;berranpoma;8.946215984;0.112675737;0.117664399;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bifla_0;bifla;15.52724465;0.213972551;0.227595878;M;False;
Spanish;Monolinguals;102;b;PW;b_PW_102_bijufe_1;bijufe;9.926813463;0.233171722;0.245993677;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bizcura_1;bizcura;6.267936732;0.102086168;0.10707483;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bollopa_1;bollopa;16.62663092;0.138734387;0.150884354;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_boltaro_1;boltaro;10.08784417;0.119659864;0.124648526;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_bombaja_1;bombaja;5.991653585;0.17245699;0.180136054;M;True;
Spanish;Monolinguals;102;b;PW;b_PW_102_boÃ±a_1;boÃ±a;7.796305302;0.090680272;0.095668934;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_baile_0;baile;9.376395665;0.23171609;0.240531184;M;False;
Spanish;Monolinguals;102;b;reading;b_reading_102_bandera_0;bandera;7.080630402;0.113424036;0.118412698;M;False;
Spanish;Monolinguals;102;b;reading;b_reading_102_barriga_1;barriga;8.673146478;0.116961451;0.121950113;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_barrio_1;barrio;5.620123296;0.161768707;0.16675737;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_basura_1;basura;8.238946264;0.185986395;0.190975057;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bata_1;bata;5.960840468;0.190803498;0.210837803;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_beber_1;beber;7.286644291;0.17603622;0.188730159;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bebida_0;bebida;7.692759828;0.125238095;0.130226757;M;False;
Spanish;Monolinguals;102;b;reading;b_reading_102_beca_1;beca;6.459048292;0.196428231;0.210051558;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_belleza_1;belleza;19.4694623;0.09814059;0.103129252;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_belÃ©n_1;belÃ©n;10.34611143;0.074669003;0.085918367;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_berenjena_0;berenjena;12.28922416;0.013082877;0.02510346;M;False;
Spanish;Monolinguals;102;b;reading;b_reading_102_berza_1;berza;8.534299635;0.16015873;0.165147392;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bicho_1;bicho;24.62747999;0.139092971;0.144081633;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bigote_1;bigote;7.053006568;0.118929295;0.131836735;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bizcocho_1;bizcocho;7.011706887;0.119488097;0.134376417;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_boda_0;boda;11.07320077;0.115170068;0.12015873;M;False;
Spanish;Monolinguals;102;b;reading;b_reading_102_bodega_1;bodega;6.775398802;0.137324263;0.142312925;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bolsillo_1;bolsillo;7.299609308;0.001939078;0.005817235;M;True;
Spanish;Monolinguals;102;b;reading;b_reading_102_bombero_1;bombero;7.672824777;0.090320162;0.095308824;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_vacÃ­o_0;vacÃ­o;9.238014066;0.008191685;0.013868937;M;False;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_vaquero_1;vaquero;6.802459349;0.012799507;0.023551094;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_varios_0;varios;5.21607633;0.179511121;0.205005532;M;False;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_vaso_0;vaso;6.646613847;0.014747375;0.027689422;M;False;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_venga_1;venga;11.37419751;0.003616045;0.014393338;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_verano_1;verano;8.907600402;0.006895208;0.017730536;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_vidrio_1;vidrio;2.851800329;0.041405896;0.046394558;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_vistazo_1;vistazo;3.065708614;0.121614297;0.138453199;M;True;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_volante_0;volante;3.10212733;0.078153581;0.098647311;M;False;
Spanish;Monolinguals;102;v;naming;b_pic_nam_102_volverse_1;volverse;4.065984779;0.070404538;0.087301628;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_valis_1;valis;15.75198329;0.17324263;0.178231293;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vallefo_1;vallefo;9.326201558;0.161962766;0.171315193;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_valÃ­o_1;valÃ­o;6.540022365;0.176270802;0.187142857;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_varruta_1;varruta;12.32006459;0.133900227;0.138888889;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vaties_1;vaties;16.83873141;0.120453515;0.125442177;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vaÃ±e_1;vaÃ±e;18.36352547;0.156101174;0.166621315;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_venba_1;venba;10.41396257;0.106287385;0.117887973;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_venpar_1;venpar;24.60718928;0.119977324;0.124965986;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_ventijina_1;ventijina;9.308781657;0.086462585;0.091451247;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vepa_1;vepa;8.305422175;0.204011549;0.217170939;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_verez_0;verez;4.076488286;0.103250602;0.114385471;M;False;
Spanish;Monolinguals;102;v;PW;b_PW_102_verrapo_1;verrapo;13.5587153;0.089280347;0.097414966;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vetimo_1;vetimo;18.63460892;0.095992279;0.103809524;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vifio_1;vifio;8.046188709;0.120634921;0.125623583;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vilianta_1;vilianta;9.511799771;0.111319994;0.128049887;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vispulo_1;vispulo;16.12622563;0.080627053;0.093560091;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vojande_1;vojande;10.13575541;0.144325009;0.151269841;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_volgarse_1;volgarse;11.51374396;0.108070773;0.118594104;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_vopas_1;vopas;10.59869125;0.17292517;0.177913832;M;True;
Spanish;Monolinguals;102;v;PW;b_PW_102_voÃ±eo_1;voÃ±eo;8.865077025;0.119902878;0.131043084;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vacÃ­o_1;vacÃ­o;4.423243926;0.112811791;0.117800454;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vajilla_1;vajilla;13.05906367;0.115089792;0.121360544;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vamos_1;vamos;12.80967492;0.19331335;0.209509523;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vaquero_1;vaquero;15.12647752;0.142873461;0.157823129;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_varios_1;varios;7.286969101;0.224182866;0.235317734;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vaso_1;vaso;10.5162878;0.164013605;0.169002268;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vecino_1;vecino;4.305217347;0.105743095;0.118866213;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vela_1;vela;10.11183429;0.161002073;0.176598639;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_veloz_1;veloz;3.90044903;0.142438193;0.152811791;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vencer_1;vencer;13.51966898;0.017976529;0.029111398;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_venga_1;venga;10.53709158;0.130544218;0.13553288;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_ventanilla_1;ventanilla;5.76129756;0.099773243;0.10929018;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_verano_1;verano;4.618373808;0.156018102;0.172312925;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vidrio_1;vidrio;8.034237636;0.231442825;0.241565433;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vistazo_1;vistazo;16.32678895;0.139045528;0.155941043;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_vivienda_1;vivienda;7.487501713;0.12299878;0.133219955;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_voceo_1;voceo;11.15664155;0.145419501;0.150408163;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_voces_1;voces;9.400728175;0.15941628;0.170294785;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_volante_1;volante;7.422573384;0.168991293;0.187981859;M;True;
Spanish;Monolinguals;102;v;reading;b_reading_102_volverse_0;volverse;4.537207442;0.097097506;0.102086168;M;False;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_baile_1;baile;9.61737907;0.07586668;0.083945578;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_bandera_1;bandera;9.979821022;0.076015575;0.082811791;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_barriga_1;barriga;8.920526829;0.041487764;0.049818594;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_basura_1;basura;7.741596976;0.058752924;0.06877551;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_bata_1;bata;19.93982968;0.088752834;0.093741497;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_beber_1;beber;8.480262695;0.053650794;0.058639456;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_bebida_1;bebida;8.739022514;0.114331066;0.119319728;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_beca_1;beca;9.474755849;0.043304875;0.047647921;F;True;
Spanish;Monolinguals;103;b;naming;b_pic_nam_103_belleza_1;belleza;12.01678951;0.063543208;0.072970522;F;True;
