Language;Group;Speaker;Grapheme;Task;File;Word;Plosion_index;VOT;Length;Gender;Burst
French;Monolinguals;209;v;naming;b__209_picnam_valise;valise;14.65188704;29.074205;54.075054;F;
French;Monolinguals;209;v;naming;b__209_picnam_vase;vase;9.286078051;75.941043;94.100637;F;
French;Monolinguals;209;v;naming;b__209_picnam_vautour;vautour;4.068555627;61.405093;103.774606;F;
French;Monolinguals;209;v;naming;b__209_picnam_veau;veau;3.936016277;45.188061;123.651788;F;
French;Monolinguals;209;v;naming;b__209_picnam_veilleuse;veilleuse;7.890143702;53.877551;80.351481;F;
French;Monolinguals;209;v;naming;b__209_picnam_ver;ver;5.120748871;100.816327;116.696389;F;
French;Monolinguals;209;v;naming;b__209_picnam_verrou;verrou;5.967377809;27.314718;68.286795;F;
French;Monolinguals;209;v;naming;b__209_picnam_veste;veste;27.69392733;45.34064;78.749533;F;
French;Monolinguals;209;v;naming;b__209_picnam_viande;viande;4.022678216;86.979253;98.070567;F;
French;Monolinguals;209;v;naming;b__209_picnam_vide;vide;4.812076724;84.535147;89.52381;F;
French;Monolinguals;209;v;naming;b__209_picnam_village;village;11.46814323;59.546485;68.605312;F;
French;Monolinguals;209;v;naming;b__209_picnam_ville;ville;4.604970976;64.013605;79.623958;F;
French;Monolinguals;209;v;naming;b__209_picnam_visage;visage;35.93336937;2.99675;21.292725;F;
French;Monolinguals;209;v;naming;b__209_picnam_vitrine;vitrine;32.33785612;56.643991;80.039531;F;
French;Monolinguals;209;v;naming;b__209_picnam_voiture;voiture;2.186863522;49.332263;68.330399;F;
French;Monolinguals;209;v;naming;b__209_picnam_volet;volet;5.104737975;44.965986;79.518981;F;
French;Monolinguals;209;v;naming;b__209_picnam_voleur;voleur;3.076492364;42.351701;59.649965;F;
French;Monolinguals;209;v;naming;b__209_picnam_voûte;voûte;9.978035456;12.447853;22.751927;F;
French;Monolinguals;209;v;PW;b__209_PW_vabin;vabin;6.587498847;113.129252;140.426198;F;
French;Monolinguals;209;v;PW;b__209_PW_vaident;vaident;4.353844652;145.464853;165.829097;F;
French;Monolinguals;209;v;PW;b__209_PW_vame;vame;5.0383293;89.002268;93.99093;F;
French;Monolinguals;209;v;PW;b__209_PW_varouse;varouse;6.586053;85.260771;115.525764;F;
French;Monolinguals;209;v;PW;b__209_PW_vaupans;vaupans;2.639548118;87.369615;136.416146;F;
French;Monolinguals;209;v;PW;b__209_PW_verrile;verrile;11.7777159;54.376417;118.016238;F;
French;Monolinguals;209;v;PW;b__209_PW_vespe;vespe;8.362846934;6.617135;25.892344;F;
French;Monolinguals;209;v;PW;b__209_PW_vianpe;vianpe;3.500065796;46.213152;122.281337;F;
French;Monolinguals;209;v;PW;b__209_PW_viblite;viblite;18.0173055;75.238095;116.404068;F;
French;Monolinguals;209;v;PW;b__209_PW_vije;vije;20.71344151;92.040816;120.894022;F;
French;Monolinguals;209;v;PW;b__209_PW_viloupe;viloupe;4.792224171;78.628472;126.928819;F;
French;Monolinguals;209;v;PW;b__209_PW_vipe;vipe;7.792737483;106.299928;136.793652;F;
French;Monolinguals;209;v;PW;b__209_PW_viteuil;viteuil;19.97755169;100.47619;119.744311;F;
French;Monolinguals;209;v;PW;b__209_PW_vobur;vobur;4.413973856;139.705215;167.049908;F;
French;Monolinguals;209;v;PW;b__209_PW_vodais;vodais;3.734934531;111.628478;146.090214;F;
French;Monolinguals;209;v;PW;b__209_PW_voissule;voissule;3.303283642;36.228639;70.527243;F;
French;Monolinguals;209;v;PW;b__209_PW_voûle;voûle;3.825988911;44.331066;124.004688;F;
French;Monolinguals;209;v;PW;b__209_PW_vèbe;vèbe;7.98968992;142.170799;154.761905;F;
French;Monolinguals;209;v;PW;b__209_PW_vô;vô;3.456212059;90.952381;162.196875;F;
French;Monolinguals;209;v;reading;b__209_read_vaisseau;vaisseau;10.33899218;81.133787;105.819821;F;
French;Monolinguals;209;v;reading;b__209_read_valet;valet;9.114914444;88.321995;93.310658;F;
French;Monolinguals;209;v;reading;b__209_read_valise;valise;5.612005722;53.401361;66.809439;F;
French;Monolinguals;209;v;reading;b__209_read_vase;vase;94.69165131;77.664399;111.176406;F;
French;Monolinguals;209;v;reading;b__209_read_vautour;vautour;3.984881653;43.492778;67.216111;F;
French;Monolinguals;209;v;reading;b__209_read_veau;veau;3.45171413;106.099773;167.03912;F;
French;Monolinguals;209;v;reading;b__209_read_veilleuse;veilleuse;6.667390183;48.412698;134.586574;F;
French;Monolinguals;209;v;reading;b__209_read_ver;ver;4.615925185;109.183673;114.172336;F;
French;Monolinguals;209;v;reading;b__209_read_verrou;verrou;4.094564546;39.727891;95.294063;F;
French;Monolinguals;209;v;reading;b__209_read_veste;veste;19.77169619;67.301587;93.740249;F;
French;Monolinguals;209;v;reading;b__209_read_viande;viande;7.784703361;60.952381;174.428374;F;
French;Monolinguals;209;v;reading;b__209_read_vide;vide;24.03993177;66.1678;131.687812;F;
French;Monolinguals;209;v;reading;b__209_read_village;village;8.295203856;18.237552;29.560052;F;
French;Monolinguals;209;v;reading;b__209_read_ville;ville;8.245199975;41.519274;118.088628;F;
French;Monolinguals;209;v;reading;b__209_read_visage;visage;17.47969619;68.14059;95.417384;F;
French;Monolinguals;209;v;reading;b__209_read_vitrine;vitrine;7.459897953;66.829948;84.75724;F;
French;Monolinguals;209;v;reading;b__209_read_voiture;voiture;3.921569294;39.319728;65.5443;F;
French;Monolinguals;209;v;reading;b__209_read_volet;volet;3.427364142;71.814059;102.298709;F;
French;Monolinguals;209;v;reading;b__209_read_voleur;voleur;3.827211111;74.965986;117.626302;F;
French;Monolinguals;209;v;reading;b__209_read_voûte;voûte;4.109680335;109.410431;133.227459;F;
French;Monolinguals;210;b;naming;b__210_picnam_bague;bague;22.20099353;108.718359;113.922961;M;
French;Monolinguals;210;b;naming;b__210_picnam_balai;balai;31.40346587;88.762402;95.986395;M;
French;Monolinguals;210;b;naming;b__210_picnam_barrette;barrette;31.85252464;81.181348;88.049887;M;
French;Monolinguals;210;b;naming;b__210_picnam_beau;beau;106.2106345;124.031175;129.855843;M;
French;Monolinguals;210;b;naming;b__210_picnam_bec;bec;12.75344858;75.087187;84.807256;M;
French;Monolinguals;210;b;naming;b__210_picnam_benne;benne;44.89969511;104.042137;109.640817;M;
French;Monolinguals;210;b;naming;b__210_picnam_berceau;berceau;29.01277481;76.228125;82.426304;M;
French;Monolinguals;210;b;naming;b__210_picnam_berceuse;berceuse;14.65908537;98.662132;103.650794;M;
French;Monolinguals;210;b;naming;b__210_picnam_biche;biche;21.52238413;112.811791;117.800454;M;
French;Monolinguals;210;b;naming;b__210_picnam_bijou;bijou;93.43035893;92.902494;97.891156;M;
French;Monolinguals;210;b;naming;b__210_picnam_bille;bille;17.18387871;156.938776;161.927438;M;
French;Monolinguals;210;b;naming;b__210_picnam_bistrot;bistrot;12.16729067;101.640086;122.579053;M;
French;Monolinguals;210;b;naming;b__210_picnam_bitume;bitume;8.302354389;106.096993;118.590934;M;
French;Monolinguals;210;b;naming;b__210_picnam_bière;bière;51.37805018;87.926663;93.599351;M;
French;Monolinguals;210;b;naming;b__210_picnam_bocal;bocal;13.82195303;54.827716;60.422381;M;
French;Monolinguals;210;b;naming;b__210_picnam_bonnet;bonnet;13.0710466;79.623553;87.006803;M;
French;Monolinguals;210;b;naming;b__210_picnam_bossu;bossu;49.21420508;58.70764;63.696302;M;
French;Monolinguals;210;b;naming;b__210_picnam_bout;bout;88.69477673;115.535708;120.52437;M;
French;Monolinguals;210;b;naming;b__210_picnam_boîtier;boîtier;1.986450425;81.394007;85.764155;M;
French;Monolinguals;210;b;naming;b__210_picnam_béquille;béquille;20.58819786;66.53338;77.845805;M;
French;Monolinguals;210;b;PW;b__210_PW_baje;baje;37.36941425;91.360544;96.349206;M;
French;Monolinguals;210;b;PW;b__210_PW_bamite;bamite;29.57052688;93.287066;98.476545;M;
French;Monolinguals;210;b;PW;b__210_PW_bamé;bamé;68.3398654;56.342917;62.603241;M;
French;Monolinguals;210;b;PW;b__210_PW_baut;baut;69.09125281;150.362812;155.351474;M;
French;Monolinguals;210;b;PW;b__210_PW_berlise;berlise;71.85754229;80.294785;85.283447;M;
French;Monolinguals;210;b;PW;b__210_PW_berlit;berlit;42.39134286;84.240363;89.229025;M;
French;Monolinguals;210;b;PW;b__210_PW_berre;berre;37.63571131;88.108819;95.866829;M;
French;Monolinguals;210;b;PW;b__210_PW_bigude;bigude;17.42914899;88.049887;93.038549;M;
French;Monolinguals;210;b;PW;b__210_PW_bime;bime;76.83923167;144.195011;149.183673;M;
French;Monolinguals;210;b;PW;b__210_PW_bipon;bipon;55.91539537;108.507292;113.898958;M;
French;Monolinguals;210;b;PW;b__210_PW_bisleau;bisleau;48.90577231;103.514739;108.503401;M;
French;Monolinguals;210;b;PW;b__210_PW_bive;bive;107.1261545;106.689342;111.678005;M;
French;Monolinguals;210;b;PW;b__210_PW_biète;biète;34.22014628;114.668763;120.505022;M;
French;Monolinguals;210;b;PW;b__210_PW_bofa;bofa;36.56925235;95.328798;100.31746;M;
French;Monolinguals;210;b;PW;b__210_PW_bomain;bomain;109.7675436;100.929705;105.918367;M;
French;Monolinguals;210;b;PW;b__210_PW_boud;boud;48.87460658;116.145125;121.133787;M;
French;Monolinguals;210;b;PW;b__210_PW_bovel;bovel;146.4137525;83.576954;89.33519;M;
French;Monolinguals;210;b;PW;b__210_PW_boînion;boînion;43.2325579;114.217687;123.356904;M;
French;Monolinguals;210;b;PW;b__210_PW_bèpe;bèpe;33.10873476;108.774772;114.153744;M;
French;Monolinguals;210;b;PW;b__210_PW_béture;béture;131.9261295;94.758542;102.441667;M;
French;Monolinguals;210;b;reading;b__210_read_bague;bague;54.35824641;99.010503;105.556652;M;
French;Monolinguals;210;b;reading;b__210_read_balai;balai;43.04627664;111.85941;116.848073;M;
French;Monolinguals;210;b;reading;b__210_read_barrette;barrette;23.61229364;82.539683;87.528345;M;
French;Monolinguals;210;b;reading;b__210_read_beau;beau;11.81603244;104.807256;109.795918;M;
French;Monolinguals;210;b;reading;b__210_read_bec;bec;36.44148474;56.213152;61.201814;M;
French;Monolinguals;210;b;reading;b__210_read_benne;benne;95.60475783;89.84127;94.829932;M;
French;Monolinguals;210;b;reading;b__210_read_berceau;berceau;16.75714187;78.344671;83.333333;M;
French;Monolinguals;210;b;reading;b__210_read_berceuse;berceuse;28.40997908;37.823129;42.811791;M;
French;Monolinguals;210;b;reading;b__210_read_biche;biche;18.84194846;103.356009;108.344671;M;
French;Monolinguals;210;b;reading;b__210_read_bijou;bijou;52.22865116;139.954649;144.943311;M;
French;Monolinguals;210;b;reading;b__210_read_bille;bille;85.71994159;145.714286;150.702948;M;
French;Monolinguals;210;b;reading;b__210_read_bistrot;bistrot;9.628555885;112.016668;122.266559;M;
French;Monolinguals;210;b;reading;b__210_read_bitume;bitume;19.08918517;102.32684;112.60771;M;
French;Monolinguals;210;b;reading;b__210_read_bière;bière;13.14189101;106.137101;115.53288;M;
French;Monolinguals;210;b;reading;b__210_read_bocal;bocal;42.77132488;91.473923;96.462585;M;
French;Monolinguals;210;b;reading;b__210_read_bonnet;bonnet;39.34659979;104.247431;109.424049;M;
French;Monolinguals;210;b;reading;b__210_read_bossu;bossu;43.55526096;76.145125;81.133787;M;
French;Monolinguals;210;b;reading;b__210_read_bout;bout;34.0423716;106.712018;111.70068;M;
French;Monolinguals;210;b;reading;b__210_read_boîtier;boîtier;45.34354801;69.501134;74.489796;M;
French;Monolinguals;210;b;reading;b__210_read_béquille;béquille;36.05330118;105.873016;110.861678;M;
French;Monolinguals;210;v;naming;b__210_picnam_vaisseau;vaisseau;9.018847898;92.222222;97.210884;M;
French;Monolinguals;210;v;naming;b__210_picnam_valet;valet;8.212256194;115.442177;120.430839;M;
French;Monolinguals;210;v;naming;b__210_picnam_valise;valise;15.00688395;58.545;87.8175;M;
French;Monolinguals;210;v;naming;b__210_picnam_vase;vase;15.10258204;130.565712;161.349497;M;
French;Monolinguals;210;v;naming;b__210_picnam_vautour;vautour;4.586836759;80.662265;157.956163;M;
French;Monolinguals;210;v;naming;b__210_picnam_veau;veau;5.030695781;72.267574;145.034689;M;
French;Monolinguals;210;v;naming;b__210_picnam_veilleuse;veilleuse;5.222584114;105.020302;128.542846;M;
French;Monolinguals;210;v;naming;b__210_picnam_ver;ver;10.88496492;127.845805;132.834467;M;
French;Monolinguals;210;v;naming;b__210_picnam_verrou;verrou;8.217213762;140.680272;145.668934;M;
French;Monolinguals;210;v;naming;b__210_picnam_veste;veste;4.288754214;56.296023;88.7378;M;
French;Monolinguals;210;v;naming;b__210_picnam_viande;viande;8.346612772;49.206349;133.311304;M;
French;Monolinguals;210;v;naming;b__210_picnam_vide;vide;5.595621697;122.630385;127.619048;M;
French;Monolinguals;210;v;naming;b__210_picnam_village;village;6.473400349;79.092971;96.518681;M;
French;Monolinguals;210;v;naming;b__210_picnam_ville;ville;5.171443977;148.367347;153.356009;M;
French;Monolinguals;210;v;naming;b__210_picnam_visage;visage;19.02516681;46.712018;57.190571;M;
French;Monolinguals;210;v;naming;b__210_picnam_vitrine;vitrine;6.434297212;71.52981;97.404609;M;
French;Monolinguals;210;v;naming;b__210_picnam_voiture;voiture;4.099055276;67.868481;72.857143;M;
French;Monolinguals;210;v;naming;b__210_picnam_volet;volet;4.719014836;84.693878;89.68254;M;
French;Monolinguals;210;v;naming;b__210_picnam_voleur;voleur;4.572790647;75.85034;109.300547;M;
French;Monolinguals;210;v;naming;b__210_picnam_voûte;voûte;4.954088986;94.580499;122.110092;M;
French;Monolinguals;210;v;PW;b__210_PW_vabin;vabin;7.59494255;124.671202;129.659864;M;
French;Monolinguals;210;v;PW;b__210_PW_vaident;vaident;6.729049668;42.018141;47.006803;M;
French;Monolinguals;210;v;PW;b__210_PW_vame;vame;8.079798404;126.621315;131.609977;M;
French;Monolinguals;210;v;PW;b__210_PW_varouse;varouse;6.743166314;95.056689;100.045351;M;
French;Monolinguals;210;v;PW;b__210_PW_vaupans;vaupans;5.101379815;57.369615;124.307894;M;
French;Monolinguals;210;v;PW;b__210_PW_veillade;veillade;7.826706987;121.179138;126.1678;M;
French;Monolinguals;210;v;PW;b__210_PW_verrile;verrile;11.70726493;55.056689;102.889788;M;
French;Monolinguals;210;v;PW;b__210_PW_vespe;vespe;5.725828964;56.271174;99.358051;M;
French;Monolinguals;210;v;PW;b__210_PW_vianpe;vianpe;7.283309828;155.351474;160.340136;M;
French;Monolinguals;210;v;PW;b__210_PW_viblite;viblite;6.14674591;66.938776;71.927438;M;
French;Monolinguals;210;v;PW;b__210_PW_vije;vije;5.958542754;57.845805;81.613178;M;
French;Monolinguals;210;v;PW;b__210_PW_viloupe;viloupe;4.578241349;58.084941;119.691606;M;
French;Monolinguals;210;v;PW;b__210_PW_vipe;vipe;11.8621234;176.031746;181.020408;M;
French;Monolinguals;210;v;PW;b__210_PW_viteuil;viteuil;2.947469683;37.800454;42.789116;M;
French;Monolinguals;210;v;PW;b__210_PW_vobur;vobur;9.138217053;67.891156;87.370475;M;
French;Monolinguals;210;v;PW;b__210_PW_vodais;vodais;4.063201971;132.879819;154.884375;M;
French;Monolinguals;210;v;PW;b__210_PW_voissule;voissule;11.81216562;58.45805;147.504533;M;
French;Monolinguals;210;v;PW;b__210_PW_voûle;voûle;3.915524662;57.029478;140.481768;M;
French;Monolinguals;210;v;PW;b__210_PW_vèbe;vèbe;8.428829265;137.913832;142.902494;M;
French;Monolinguals;210;v;PW;b__210_PW_vô;vô;2.916351348;148.069648;153.271988;M;
French;Monolinguals;210;v;reading;b__210_read_vaisseau;vaisseau;10.12509662;15.232752;23.88162;M;
French;Monolinguals;210;v;reading;b__210_read_valet;valet;9.730064029;139.433107;144.421769;M;
French;Monolinguals;210;v;reading;b__210_read_valise;valise;10.68474373;55.268297;102.555391;M;
French;Monolinguals;210;v;reading;b__210_read_vase;vase;9.702155421;72.484286;97.077168;M;
French;Monolinguals;210;v;reading;b__210_read_vautour;vautour;7.105062981;16.428444;28.732801;M;
French;Monolinguals;210;v;reading;b__210_read_veau;veau;7.684641499;113.739177;137.842844;M;
French;Monolinguals;210;v;reading;b__210_read_veilleuse;veilleuse;7.275392843;68.231293;73.219955;M;
French;Monolinguals;210;v;reading;b__210_read_ver;ver;7.232713002;128.820862;133.809524;M;
French;Monolinguals;210;v;reading;b__210_read_verrou;verrou;8.512914939;89.954649;94.943311;M;
French;Monolinguals;210;v;reading;b__210_read_veste;veste;6.840814091;139.52381;144.512472;M;
French;Monolinguals;210;v;reading;b__210_read_viande;viande;8.306528176;185.759637;190.748299;M;
French;Monolinguals;210;v;reading;b__210_read_vide;vide;8.20139472;138.684807;143.673469;M;
French;Monolinguals;210;v;reading;b__210_read_village;village;5.737526524;50.181406;102.889788;M;
French;Monolinguals;210;v;reading;b__210_read_ville;ville;4.808094322;57.687075;142.141574;M;
French;Monolinguals;210;v;reading;b__210_read_visage;visage;5.30512497;64.557823;92.911091;M;
French;Monolinguals;210;v;reading;b__210_read_vitrine;vitrine;8.811160115;121.814059;126.802721;M;
French;Monolinguals;210;v;reading;b__210_read_voiture;voiture;4.943192895;105.079365;110.068027;M;
French;Monolinguals;210;v;reading;b__210_read_volet;volet;4.155207455;40.975057;99.746145;M;
French;Monolinguals;210;v;reading;b__210_read_voleur;voleur;4.176370509;91.405896;96.394558;M;
French;Monolinguals;210;v;reading;b__210_read_voûte;voûte;4.689432094;68.367347;123.8101;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bague;bague;6.978635926;110.8738;116.709263;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_balai;balai;22.07393298;168.798186;173.786848;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_barrette;barrette;22.71822973;145.986395;150.975057;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_beau;beau;8.701628997;143.275781;154.512472;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bec;bec;21.99862193;147.873877;164.126984;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_benne;benne;16.55235046;82.231684;93.356009;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_berceau;berceau;16.86133108;137.256236;142.244898;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_berceuse;berceuse;11.84361098;93.744091;112.585034;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_biche;biche;25.76217344;166.893424;171.882086;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bijou;bijou;14.4266328;129.375845;140.634921;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bille;bille;8.10773056;140.029514;150.612245;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bistrot;bistrot;35.8381739;142.176441;146.825433;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bitume;bitume;40.57921195;124.399093;129.387755;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bière;bière;47.22799442;60.362812;65.351474;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bocal;bocal;24.8797675;116.258503;121.247166;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bonnet;bonnet;15.44697138;138.526077;143.514739;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bossu;bossu;22.03174736;140.68809;150.068027;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_bout;bout;37.53216556;179.246707;186.952297;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_boîtier;boîtier;20.10044842;72.698413;77.687075;M;
French;Monolinguals;211;b;naming;b_pic_nam_211_béquille;béquille;16.50246932;141.06576;146.054422;M;
French;Monolinguals;211;b;PW;b_PW_211_baje;baje;16.57281014;104.421769;109.410431;M;
French;Monolinguals;211;b;PW;b_PW_211_bamite;bamite;21.16115718;94.051389;103.99093;M;
French;Monolinguals;211;b;PW;b_PW_211_bamé;bamé;31.19137742;116.725938;124.081633;M;
French;Monolinguals;211;b;PW;b_PW_211_baut;baut;49.10154928;127.165533;132.154195;M;
French;Monolinguals;211;b;PW;b_PW_211_berlise;berlise;20.53989772;109.297052;114.285714;M;
French;Monolinguals;211;b;PW;b_PW_211_berlit;berlit;27.01079361;118.820862;123.809524;M;
French;Monolinguals;211;b;PW;b_PW_211_berre;berre;33.18049808;111.247166;116.235828;M;
French;Monolinguals;211;b;PW;b_PW_211_bigude;bigude;6.377998114;121.092856;129.818594;M;
French;Monolinguals;211;b;PW;b_PW_211_bime;bime;33.69834708;107.891156;112.879819;M;
French;Monolinguals;211;b;PW;b_PW_211_bipon;bipon;6.042222937;114.761905;119.750567;M;
French;Monolinguals;211;b;PW;b_PW_211_bisleau;bisleau;15.67963171;115.986395;120.975057;M;
French;Monolinguals;211;b;PW;b_PW_211_bive;bive;52.51588405;119.931973;124.920635;M;
French;Monolinguals;211;b;PW;b_PW_211_biète;biète;15.92423785;89.954649;94.943311;M;
French;Monolinguals;211;b;PW;b_PW_211_bofa;bofa;9.083759413;91.275139;106.530612;M;
French;Monolinguals;211;b;PW;b_PW_211_bomain;bomain;13.70911339;137.753437;151.179138;M;
French;Monolinguals;211;b;PW;b_PW_211_boud;boud;26.29708528;119.886621;124.875283;M;
French;Monolinguals;211;b;PW;b_PW_211_bovel;bovel;12.19209086;86.661863;101.247166;M;
French;Monolinguals;211;b;PW;b_PW_211_boînion;boînion;9.908144279;101.918553;111.54195;M;
French;Monolinguals;211;b;PW;b_PW_211_bèpe;bèpe;41.49576145;102.811791;107.800454;M;
French;Monolinguals;211;b;PW;b_PW_211_béture;béture;14.86526611;68.843537;73.8322;M;
French;Monolinguals;211;b;reading;b_reading_211_bague;bague;43.22631977;113.556377;122.653061;M;
French;Monolinguals;211;b;reading;b_reading_211_balai;balai;18.60639591;141.420294;150.447357;M;
French;Monolinguals;211;b;reading;b_reading_211_barrette;barrette;37.21991021;110.066366;120.068027;M;
French;Monolinguals;211;b;reading;b_reading_211_beau;beau;13.19208488;139.920764;154.14966;M;
French;Monolinguals;211;b;reading;b_reading_211_bec;bec;17.97812468;143.893651;157.538133;M;
French;Monolinguals;211;b;reading;b_reading_211_benne;benne;20.35029828;108.331615;117.346939;M;
French;Monolinguals;211;b;reading;b_reading_211_berceau;berceau;16.98715338;60.974809;70.929705;M;
French;Monolinguals;211;b;reading;b_reading_211_berceuse;berceuse;11.93989425;90.505382;107.800454;M;
French;Monolinguals;211;b;reading;b_reading_211_biche;biche;6.376221369;125.202431;136.349206;M;
French;Monolinguals;211;b;reading;b_reading_211_bijou;bijou;9.446428149;143.628118;148.61678;M;
French;Monolinguals;211;b;reading;b_reading_211_bille;bille;11.09148447;111.156463;116.145125;M;
French;Monolinguals;211;b;reading;b_reading_211_bistrot;bistrot;10.71692784;109.586296;118.639456;M;
French;Monolinguals;211;b;reading;b_reading_211_bitume;bitume;12.90139055;120.143762;129.115646;M;
French;Monolinguals;211;b;reading;b_reading_211_bière;bière;8.265498723;98.185941;103.174603;M;
French;Monolinguals;211;b;reading;b_reading_211_bocal;bocal;13.18017245;143.036487;151.632653;M;
French;Monolinguals;211;b;reading;b_reading_211_bonnet;bonnet;16.5906127;102.984878;110.997732;M;
French;Monolinguals;211;b;reading;b_reading_211_bossu;bossu;27.9545304;71.201814;76.190476;M;
French;Monolinguals;211;b;reading;b_reading_211_bout;bout;5.887431867;105.555556;110.544218;M;
French;Monolinguals;211;b;reading;b_reading_211_boîtier;boîtier;5.49181703;105.69161;116.166059;M;
French;Monolinguals;211;b;reading;b_reading_211_béquille;béquille;16.50365207;119.88956;127.460317;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_vaisseau;vaisseau;7.118024677;81.360544;104.999246;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_valet;valet;5.588111199;138.962629;167.637457;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_valise;valise;17.59693517;84.512472;89.501134;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_vase;vase;8.40470786;78.700243;91.765106;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_vautour;vautour;4.35037636;83.582766;88.571429;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_veau;veau;2.83055481;182.539683;187.528345;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_veilleuse;veilleuse;5.10318481;92.562358;97.55102;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_ver;ver;8.729756574;86.598639;122.343141;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_verrou;verrou;5.525744132;122.244898;140.5545;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_veste;veste;8.301968719;70.861678;85.429341;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_viande;viande;6.985147805;94.897959;153.390732;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_vide;vide;7.355242555;78.503401;128.643739;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_village;village;17.33661614;92.426304;118.131175;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_ville;ville;6.887943938;113.956894;122.353718;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_visage;visage;9.042371206;87.480773;97.355438;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_vitrine;vitrine;14.80353113;77.880155;103.840206;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_voiture;voiture;3.403908436;92.539683;109.969554;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_volet;volet;5.299361062;116.303855;142.621796;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_voleur;voleur;4.931143971;111.768707;116.75737;M;
French;Monolinguals;211;v;naming;b_pic_nam_211_voûte;voûte;12.26937521;41.768707;159.020368;M;
French;Monolinguals;211;v;PW;b_PW_211_vabin;vabin;15.71511831;89.75005;122.716164;M;
French;Monolinguals;211;v;PW;b_PW_211_vame;vame;16.18936803;78.389175;109.184923;M;
French;Monolinguals;211;v;PW;b_PW_211_varouse;varouse;6.571876856;127.641723;132.630385;M;
French;Monolinguals;211;v;PW;b_PW_211_vaupans;vaupans;3.268323512;81.655329;86.643991;M;
French;Monolinguals;211;v;PW;b_PW_211_veillade;veillade;6.508429292;61.70068;92.270636;M;
French;Monolinguals;211;v;PW;b_PW_211_verrile;verrile;24.06164099;61.950113;95.375716;M;
French;Monolinguals;211;v;PW;b_PW_211_vespe;vespe;12.43792665;82.970522;87.959184;M;
French;Monolinguals;211;v;PW;b_PW_211_vianpe;vianpe;6.991173208;92.494331;97.482993;M;
French;Monolinguals;211;v;PW;b_PW_211_viblite;viblite;3.622622203;75.749606;87.259128;M;
French;Monolinguals;211;v;PW;b_PW_211_vije;vije;11.62816609;97.800454;119.107603;M;
French;Monolinguals;211;v;PW;b_PW_211_viloupe;viloupe;8.652745603;93.673469;98.662132;M;
French;Monolinguals;211;v;PW;b_PW_211_vipe;vipe;8.979265984;112.857143;117.845805;M;
French;Monolinguals;211;v;PW;b_PW_211_viteuil;viteuil;6.742858038;56.802721;84.29011;M;
French;Monolinguals;211;v;PW;b_PW_211_vobur;vobur;4.377382407;106.961451;111.950113;M;
French;Monolinguals;211;v;PW;b_PW_211_vodais;vodais;5.013947658;107.324263;128.801672;M;
French;Monolinguals;211;v;PW;b_PW_211_voissule;voissule;2.499598577;97.868481;119.86206;M;
French;Monolinguals;211;v;PW;b_PW_211_voûle;voûle;4.812913344;100.544218;138.018202;M;
French;Monolinguals;211;v;PW;b_PW_211_vèbe;vèbe;11.05812778;84.301711;112.137182;M;
French;Monolinguals;211;v;PW;b_PW_211_vô;vô;3.459254425;124.943311;129.931973;M;
French;Monolinguals;211;v;reading;b_reading_211_vaisseau;vaisseau;8.554957982;89.863946;105.443281;M;
French;Monolinguals;211;v;reading;b_reading_211_valet;valet;41.2082561;87.758804;117.955381;M;
French;Monolinguals;211;v;reading;b_reading_211_valise;valise;28.54278627;82.675737;102.793331;M;
