;Unnamed: 0;Language;Group;Speaker;Grapheme;Task;File;Problem;Word;Plosive_Index;VOT;Length;Gender;Fricatived
2680;2680;Spanish;Monolinguals;108;v;PW;b_PW_108_ventijina;;ventijina;11.086460671537175;90.63492063492615;95.62358276645;F;False
2681;2681;Spanish;Monolinguals;108;v;PW;b_PW_108_vepa;;vepa;12.345990296145176;99.5332213118445;111.40589569163241;F;False
2682;2682;Spanish;Monolinguals;108;v;PW;b_PW_108_verez;;verez;10.918399633855506;78.25378132415041;83.74149659866248;F;False
2683;2683;Spanish;Monolinguals;108;v;PW;b_PW_108_verrapo;;verrapo;9.493682080916816;78.12879600251676;87.61904761905727;F;False
2684;2684;Spanish;Monolinguals;108;v;PW;b_PW_108_vetimo;;vetimo;12.831825520874595;36.935078278986566;44.14965986393328;F;False
2685;2685;Spanish;Monolinguals;108;v;PW;b_PW_108_vifio;;vifio;5.041086740533731;40.29087848545032;50.36281179138769;F;False
2686;2686;Spanish;Monolinguals;108;v;PW;b_PW_108_vilianta;;vilianta;6.870139670823997;48.611576177961524;55.17006802722335;F;False
2687;2687;Spanish;Monolinguals;108;v;PW;b_PW_108_vispulo;;vispulo;6.875040207405792;45.555555555552026;50.54421768704742;F;False
2688;2688;Spanish;Monolinguals;108;v;PW;b_PW_108_vojande;;vojande;13.705067938211739;60.181405895718854;65.17006802721426;F;False
2689;2689;Spanish;Monolinguals;108;v;PW;b_PW_108_volgarse;;volgarse;7.37506581541529;57.46031746031121;62.44897959186346;F;False
2690;2690;Spanish;Monolinguals;108;v;PW;b_PW_108_vopas;;vopas;13.54336916255725;85.76236453444608;96.50793650791913;F;False
2691;2691;Spanish;Monolinguals;108;v;PW;b_PW_108_voñeo;;voñeo;7.855268523759012;55.60689282157227;66.98412698409584;F;False
2692;2692;Spanish;Monolinguals;108;v;reading;b_reading_108_vacío;;vacío;9.576394010438948;60.68027210881155;65.6689342403638;F;False
2693;2693;Spanish;Monolinguals;108;v;reading;b_reading_108_vajilla;;vajilla;7.754545884491839;54.736788457773855;62.176870748260185;F;False
2694;2694;Spanish;Monolinguals;108;v;reading;b_reading_108_vamos;;vamos;14.517808075633335;59.56916099773935;68.19684540414528;F;False
2695;2695;Spanish;Monolinguals;108;v;reading;b_reading_108_vaquero;;vaquero;17.881320138686302;19.4666211525032;25.385155351557387;F;False
2696;2696;Spanish;Monolinguals;108;v;reading;b_reading_108_varios;;varios;12.479615241196829;98.16326530614107;103.15192743763643;F;False
2697;2697;Spanish;Monolinguals;108;v;reading;b_reading_108_vaso;;vaso;8.924671674215057;73.74149659864317;81.43617356620325;F;False
2698;2698;Spanish;Monolinguals;108;v;reading;b_reading_108_vecino;;vecino;3.8036444913274576;84.84965097488839;92.18928491770839;F;False
2699;2699;Spanish;Monolinguals;108;v;reading;b_reading_108_vela;;vela;6.139871385305885;85.32879818596939;90.31746031746479;F;False
2700;2700;Spanish;Monolinguals;108;v;reading;b_reading_108_veloz;;veloz;8.208784293834004;52.42029849324581;60.83640146232482;F;False
2701;2701;Spanish;Monolinguals;108;v;reading;b_reading_108_vencer;;vencer;8.01713849138459;50.27428770051756;56.53061224489875;F;False
2702;2702;Spanish;Monolinguals;108;v;reading;b_reading_108_venga;;venga;6.885602821766945;82.64453752076406;96.25850340137276;F;False
2703;2703;Spanish;Monolinguals;108;v;reading;b_reading_108_ventanilla;;ventanilla;9.165895253736686;45.97446054987131;54.28571428575424;F;False
2704;2704;Spanish;Monolinguals;108;v;reading;b_reading_108_verano;;verano;16.525603072075878;114.1950113378698;119.18367346942206;F;False
2705;2705;Spanish;Monolinguals;108;v;reading;b_reading_108_vidrio;;vidrio;5.836594338852168;71.04308390023563;76.03174603178786;F;False
2706;2706;Spanish;Monolinguals;108;v;reading;b_reading_108_vistazo;;vistazo;4.196256803497305;48.61678004533586;61.3499732857008;F;False
2707;2707;Spanish;Monolinguals;108;v;reading;b_reading_108_vivienda;;vivienda;4.0940229767330925;49.41043083903196;55.88496207627714;F;False
2708;2708;Spanish;Monolinguals;108;v;reading;b_reading_108_voceo;;voceo;8.524016751531725;106.63165983152113;118.8888888888755;F;False
2709;2709;Spanish;Monolinguals;108;v;reading;b_reading_108_voces;;voces;10.803236664747534;88.05285847893174;93.67346938773836;F;False
2710;2710;Spanish;Monolinguals;108;v;reading;b_reading_108_volante;;volante;10.125403316107784;30.3817738873704;38.19105019141489;F;False
2711;2711;Spanish;Monolinguals;108;v;reading;b_reading_108_volverse;;volverse;7.492583310489246;26.88871403648818;42.81179138320113;F;False
2712;2712;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_baile;;baile;9.128413585915062;80.49886621315194;85.48752834467123;F;False
2713;2713;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bandera;;bandera;32.45537303779613;63.21995464852614;68.20861678004553;F;False
2714;2714;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_barriga;;barriga;12.614554855752251;46.1501431349749;52.675736961450774;F;False
2715;2715;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_barrio;;barrio;7.759651940594621;92.97052154195028;97.95918367346701;F;False
2716;2716;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_basura;;basura;19.998537717134685;84.42176870748598;89.41043083900269;F;False
2717;2717;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bata;;bata;25.26911317766385;76.5079365079373;81.49659863945756;F;False
2718;2718;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_beber;;beber;13.84698341389453;60.190829571588715;67.73242630385568;F;False
2719;2719;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bebida;;bebida;7.658697538932117;73.14478962142346;82.38095238095157;F;False
2720;2720;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_beca;;beca;10.984053525670042;55.21541950113118;60.20408163265145;F;False
2721;2721;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_belleza;;belleza;7.6287916372562;21.90632624283495;28.702630964794196;F;False
2722;2722;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_belén;;belén;9.110648648307698;38.32199546484817;43.310657596371975;F;False
2723;2723;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_berenjena;;berenjena;10.87704310337352;72.5623582766417;77.55102040815842;F;False
2724;2724;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_berza;;berza;4.458295655694237;40.24943310657392;45.23809523809774;F;False
2725;2725;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bicho;;bicho;6.569181165131033;59.54648526076768;64.53514739229149;F;False
2726;2726;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bigote;;bigote;6.584837817709984;48.6848072562367;53.67346938775341;F;False
2727;2727;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bizcocho;;bizcocho;18.430288780283767;0.2859337551441853;3.737422536026713;F;False
2728;2728;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_boda;;boda;14.350224999789011;88.68480725623584;93.67346938775968;F;False
2729;2729;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bodega;;bodega;9.171026425103099;39.651037389639036;47.80045351473916;F;False
2730;2730;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bolsillo;;bolsillo;16.854481092988223;50.770975056693146;55.75963718820986;F;False
2731;2731;Spanish;Monolinguals;110;b;naming;b_pic_nam_110_bombero;;bombero;14.669126450548694;24.56474837032373;33.47964706976113;F;False
2732;2732;Spanish;Monolinguals;110;b;PW;b_PW_110_badirra;;badirra;31.91785669373934;99.79591836734869;104.78458049886541;F;False
2733;2733;Spanish;Monolinguals;110;b;PW;b_PW_110_bafo;;bafo;14.259776059161167;70.85862128322873;77.89115646258438;F;False
2734;2734;Spanish;Monolinguals;110;b;PW;b_PW_110_baijo;;baijo;21.240598556887047;43.174603174605856;48.16326530612258;F;False
2735;2735;Spanish;Monolinguals;110;b;PW;b_PW_110_bamio;;bamio;15.024433396329766;63.76417233560261;68.75283446712642;F;False
2736;2736;Spanish;Monolinguals;110;b;PW;b_PW_110_baneja;;baneja;15.545591194401775;99.07029478458185;107.31153834878172;F;False
2737;2737;Spanish;Monolinguals;110;b;PW;b_PW_110_bantula;;bantula;13.9522724421039;107.86848072561384;112.85714285713765;F;False
2738;2738;Spanish;Monolinguals;110;b;PW;b_PW_110_bebufa;;bebufa;19.59507623386936;118.2086167800378;123.19727891156164;F;False
2739;2739;Spanish;Monolinguals;110;b;PW;b_PW_110_bejo;;bejo;6.102885547919603;81.31519274375876;86.30385487528255;F;False
2740;2740;Spanish;Monolinguals;110;b;PW;b_PW_110_bellar;;bellar;15.835531485372254;115.7823129251625;120.77097505668631;F;False
2741;2741;Spanish;Monolinguals;110;b;PW;b_PW_110_belloda;;belloda;18.19597960464519;99.70521541950458;104.69387755102844;F;False
2742;2742;Spanish;Monolinguals;110;b;PW;b_PW_110_bemél;;bemél;18.97348689668896;109.42249511550983;117.02947845805056;F;False
2743;2743;Spanish;Monolinguals;110;b;PW;b_PW_110_berfo;;berfo;10.305293574665114;89.97732426303172;98.1016925023539;F;False
2744;2744;Spanish;Monolinguals;110;b;PW;b_PW_110_berranpoma;;berranpoma;9.063390437302607;103.900226757375;108.88888888888461;F;False
2745;2745;Spanish;Monolinguals;110;b;PW;b_PW_110_bifla;;bifla;8.770840309585617;64.28571428571672;69.27437641724055;F;False
2746;2746;Spanish;Monolinguals;110;b;PW;b_PW_110_bijufe;;bijufe;4.9477510821313295;96.87023233949787;102.76643990928848;F;False
2747;2747;Spanish;Monolinguals;110;b;PW;b_PW_110_bizcura;;bizcura;7.012138250414361;101.40589569161308;106.39455782313688;F;False
2748;2748;Spanish;Monolinguals;110;b;PW;b_PW_110_bollopa;;bollopa;11.791913498541662;93.51893367902164;102.33560090702557;F;False
2749;2749;Spanish;Monolinguals;110;b;PW;b_PW_110_boltaro;;boltaro;11.393033602694967;75.94104308390116;80.92970521542496;F;False
2750;2750;Spanish;Monolinguals;110;b;PW;b_PW_110_bombaja;;bombaja;14.181597021853714;97.8334042690534;105.44217687073856;F;False
2751;2751;Spanish;Monolinguals;110;b;PW;b_PW_110_boña;;boña;19.05391328667265;115.82766439909165;120.81632653061548;F;False
2752;2752;Spanish;Monolinguals;110;b;reading;b_reading_110_baile;;baile;24.318147300802593;54.76190476190368;59.7505668934275;F;False
2753;2753;Spanish;Monolinguals;110;b;reading;b_reading_110_bandera;;bandera;26.677040278513683;76.64399092969633;81.63265306122014;F;False
2754;2754;Spanish;Monolinguals;110;b;reading;b_reading_110_barriga;;barriga;15.612264068448805;71.08780948000516;79.72789115645185;F;False
2755;2755;Spanish;Monolinguals;110;b;reading;b_reading_110_barrio;;barrio;30.28764869308927;60.4308390022652;65.41950113378904;F;False
2756;2756;Spanish;Monolinguals;110;b;reading;b_reading_110_basura;;basura;7.982153043227372;46.41723356009209;51.405895691601714;F;False
2757;2757;Spanish;Monolinguals;110;b;reading;b_reading_110_bata;;bata;16.03995974276117;77.68707482992454;82.67573696144838;F;False
2758;2758;Spanish;Monolinguals;110;b;reading;b_reading_110_beber;;beber;13.7980522867433;60.52154195012349;65.5102040816331;F;False
2759;2759;Spanish;Monolinguals;110;b;reading;b_reading_110_bebida;;bebida;10.182875934036938;85.91836734693459;90.9070294784584;F;False
2760;2760;Spanish;Monolinguals;110;b;reading;b_reading_110_beca;;beca;16.984481552903535;78.23129251701744;83.21995464852705;F;False
2761;2761;Spanish;Monolinguals;110;b;reading;b_reading_110_belleza;;belleza;9.450356302566307;55.17006802720914;60.15873015871875;F;False
2762;2762;Spanish;Monolinguals;110;b;reading;b_reading_110_belén;;belén;9.599060060121694;30.23112437712427;42.49433106576817;F;False
2763;2763;Spanish;Monolinguals;110;b;reading;b_reading_110_berenjena;;berenjena;13.0741985579761;116.78004535147579;121.7687074829854;F;False
2764;2764;Spanish;Monolinguals;110;b;reading;b_reading_110_berza;;berza;14.395834079930115;70.63492063491593;75.62358276643978;F;False
2765;2765;Spanish;Monolinguals;110;b;reading;b_reading_110_bicho;;bicho;6.0192156001329895;97.9483790945892;108.95691609977119;F;False
2766;2766;Spanish;Monolinguals;110;b;reading;b_reading_110_bigote;;bigote;10.444154017666444;56.326530612238905;61.31519274376274;F;False
2767;2767;Spanish;Monolinguals;110;b;reading;b_reading_110_bizcocho;;bizcocho;6.3581785633406875;80.02267573698418;85.0113378684796;F;False
2768;2768;Spanish;Monolinguals;110;b;reading;b_reading_110_boda;;boda;14.836288495585482;72.53968253968424;77.52834467120806;F;False
2769;2769;Spanish;Monolinguals;110;b;reading;b_reading_110_bodega;;bodega;20.891886809732547;66.21315192745668;71.2018140589521;F;False
2770;2770;Spanish;Monolinguals;110;b;reading;b_reading_110_bolsillo;;bolsillo;21.742613494351183;67.7777777777635;72.76643990928733;F;False
2771;2771;Spanish;Monolinguals;110;b;reading;b_reading_110_bombero;;bombero;11.46304667192168;62.766439909296416;67.75510204082025;F;False
2772;2772;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vacío;;vacío;8.97325924287656;66.4625850340137;71.45124716553286;F;False
2773;2773;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vajilla;;vajilla;9.984431718191175;43.955350587324475;54.08991479720182;F;False
2774;2774;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vamos;;vamos;18.54680154235507;73.06122448979656;78.04988662131596;F;False
2775;2775;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vaquero;;vaquero;27.328360757213677;61.179138321995715;66.16780045351511;F;False
2776;2776;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_varios;;varios;13.191206155061552;94.86916144700965;101.24716553287882;F;False
2777;2777;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vaso;;vaso;14.625096054622505;77.98185941043201;82.9705215419505;F;False
2778;2778;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vecino;;vecino;7.825168974721912;56.05442176871024;61.04308390022697;F;False
2779;2779;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vela;;vela;13.18581121777173;62.04384702527221;69.63718820861686;F;False
2780;2780;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_veloz;;veloz;13.98351522558615;71.7687074829918;76.75736961451206;F;False
2781;2781;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vencer;;vencer;12.48815844937794;25.7385229538869;36.72218883978573;F;False
2782;2782;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_venga;;venga;13.411298058978193;48.798185941041794;54.83959507931146;F;False
2783;2783;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_ventanilla;;ventanilla;10.48150077591752;18.56561637816867;27.497675961964067;F;False
2784;2784;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_verano;;verano;11.686415113769055;48.14058956915801;53.824361536165114;F;False
2785;2785;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vidrio;;vidrio;6.348375965090416;62.925170068027114;67.91383219955094;F;False
2786;2786;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vistazo;;vistazo;32.040096772178806;8.429714401479771;13.236202171142965;F;False
2787;2787;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_vivienda;;vivienda;8.178324562813142;62.87981859410508;67.8684807256289;F;False
2788;2788;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_voceo;;voceo;6.188750456400631;101.60374973207098;113.11216895818887;F;False
2789;2789;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_voces;;voces;12.034024103090598;84.70884858827077;93.12925170068098;F;False
2790;2790;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_volante;;volante;25.03982022207775;38.8082202740776;47.70755710083563;F;False
2791;2791;Spanish;Monolinguals;110;v;naming;b_pic_nam_110_volverse;;volverse;18.034639368245713;91.7075494413666;100.72562358276116;F;False
2792;2792;Spanish;Monolinguals;110;v;PW;b_PW_110_valis;;valis;16.66476773058744;123.94557823128595;128.93424036280976;F;False
2793;2793;Spanish;Monolinguals;110;v;PW;b_PW_110_vallefo;;vallefo;25.99584644099997;81.45124716554619;86.43990929705579;F;False
2794;2794;Spanish;Monolinguals;110;v;PW;b_PW_110_valío;;valío;17.864419733557014;82.2675736961429;87.25623582766674;F;False
2795;2795;Spanish;Monolinguals;110;v;PW;b_PW_110_varruta;;varruta;18.348029365436137;129.95464852608052;134.94331065760434;F;False
2796;2796;Spanish;Monolinguals;110;v;PW;b_PW_110_vaties;;vaties;18.272687695112328;103.60544217687107;108.59410430839488;F;False
2797;2797;Spanish;Monolinguals;110;v;PW;b_PW_110_vañe;;vañe;21.40743264552545;76.48526077097982;81.47392290248945;F;False
2798;2798;Spanish;Monolinguals;110;v;PW;b_PW_110_venba;;venba;19.044605492966927;94.64852607709416;99.637188208618;F;False
2799;2799;Spanish;Monolinguals;110;v;PW;b_PW_110_venpar;;venpar;13.94767034764307;105.94104308390229;110.92970521542613;F;False
2800;2800;Spanish;Monolinguals;110;v;PW;b_PW_110_ventijina;;ventijina;14.139857083310568;87.1201814058935;92.10884353741731;F;False
2801;2801;Spanish;Monolinguals;110;v;PW;b_PW_110_vepa;;vepa;13.552011940677742;93.46938775510695;98.45804988661655;F;False
2802;2802;Spanish;Monolinguals;110;v;PW;b_PW_110_verez;;verez;10.606807445969244;111.85941043083858;116.8480725623482;F;False
2803;2803;Spanish;Monolinguals;110;v;PW;b_PW_110_verrapo;;verrapo;16.202917655758164;84.28571428571274;89.27437641723658;F;False
2804;2804;Spanish;Monolinguals;110;v;PW;b_PW_110_vetimo;;vetimo;15.56188909649541;100.97505668935015;105.96371882085975;F;False
2805;2805;Spanish;Monolinguals;110;v;PW;b_PW_110_vifio;;vifio;6.9594712011924456;94.7845804988674;99.7732426303912;F;False
2806;2806;Spanish;Monolinguals;110;v;PW;b_PW_110_vilianta;;vilianta;7.973509949346668;131.6326530612173;136.62131519274112;F;False
2807;2807;Spanish;Monolinguals;110;v;PW;b_PW_110_vispulo;;vispulo;8.498320797707107;67.36388740267785;72.44897959182595;F;False
2808;2808;Spanish;Monolinguals;110;v;PW;b_PW_110_vojande;;vojande;26.10947836583129;60.56689342403842;65.55555555556225;F;False
2809;2809;Spanish;Monolinguals;110;v;PW;b_PW_110_volgarse;;volgarse;18.28136552682029;128.88888888888064;133.87755102040444;F;False
2810;2810;Spanish;Monolinguals;110;v;PW;b_PW_110_vopas;;vopas;8.904394437173108;133.96825396824852;138.95691609977234;F;False
2811;2811;Spanish;Monolinguals;110;v;PW;b_PW_110_voñeo;;voñeo;12.466866436174135;115.46485260771532;120.45351473922493;F;False
2812;2812;Spanish;Monolinguals;110;v;reading;b_reading_110_vacío;;vacío;19.25214376441444;63.673469387751425;68.66213151927525;F;False
2813;2813;Spanish;Monolinguals;110;v;reading;b_reading_110_vajilla;;vajilla;11.649620650517962;71.74603174603078;76.73469387755459;F;False
2814;2814;Spanish;Monolinguals;110;v;reading;b_reading_110_vamos;;vamos;22.629727292139048;47.93650793651239;52.925170068022005;F;False
2815;2815;Spanish;Monolinguals;110;v;reading;b_reading_110_vaquero;;vaquero;13.527290617903338;37.823129251705716;42.81179138322955;F;False
2816;2816;Spanish;Monolinguals;110;v;reading;b_reading_110_varios;;varios;13.585180681617947;66.21315192745668;71.2018140589521;F;False
2817;2817;Spanish;Monolinguals;110;v;reading;b_reading_110_vaso;;vaso;33.296640326495385;81.95434623860366;91.83673469385668;F;False
2818;2818;Spanish;Monolinguals;110;v;reading;b_reading_110_vecino;;vecino;8.220034301642826;45.304296344397706;53.62811791383139;F;False
2819;2819;Spanish;Monolinguals;110;v;reading;b_reading_110_vela;;vela;15.878634155878114;86.5945239486905;95.60090702947832;F;False
2820;2820;Spanish;Monolinguals;110;v;reading;b_reading_110_veloz;;veloz;18.86852806252905;24.48766956030113;33.477021225934315;F;False
2821;2821;Spanish;Monolinguals;110;v;reading;b_reading_110_vencer;;vencer;8.56092977395763;16.648593675910206;26.5368805081323;F;False
2822;2822;Spanish;Monolinguals;110;v;reading;b_reading_110_venga;;venga;18.648027335377158;66.85046139429572;73.74149659864317;F;False
2823;2823;Spanish;Monolinguals;110;v;reading;b_reading_110_ventanilla;;ventanilla;9.488711316055346;27.877417745344246;44.08895782725608;F;False
2824;2824;Spanish;Monolinguals;110;v;reading;b_reading_110_verano;;verano;18.655747243201123;87.77777777777374;92.76643990929756;F;False
2825;2825;Spanish;Monolinguals;110;v;reading;b_reading_110_vidrio;;vidrio;33.13921754132906;97.43764172336004;102.42630385488384;F;False
2826;2826;Spanish;Monolinguals;110;v;reading;b_reading_110_vistazo;;vistazo;6.542449420015849;68.14058956916824;73.12925170069208;F;False
2827;2827;Spanish;Monolinguals;110;v;reading;b_reading_110_vivienda;;vivienda;5.9073495482939125;90.58956916098282;95.57823129250664;F;False
2828;2828;Spanish;Monolinguals;110;v;reading;b_reading_110_voceo;;voceo;11.747974163168928;88.50886050603891;95.98639455782632;F;False
2829;2829;Spanish;Monolinguals;110;v;reading;b_reading_110_voces;;voces;15.118688376585098;73.52463644792806;80.04535147392744;F;False
2830;2830;Spanish;Monolinguals;110;v;reading;b_reading_110_volante;;volante;9.170952264649047;43.46938775509557;48.458049886619385;F;False
2831;2831;Spanish;Monolinguals;110;v;reading;b_reading_110_volverse;;volverse;10.865453191643365;75.87585522267659;84.76190476190483;F;False
2832;2832;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_baile;;baile;9.753383607707676;105.75963718820856;110.74829931972795;F;False
2833;2833;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bandera;;bandera;14.536565084280813;62.562358276643685;67.55102040816219;F;False
2834;2834;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_barriga;;barriga;15.287965613752775;62.471655328797844;67.46031746031811;F;False
2835;2835;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_barrio;;barrio;10.500001535711233;67.02947845804985;72.01814058956835;F;False
2836;2836;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_basura;;basura;12.060592767447908;73.7414965986396;78.7301587301581;F;False
2837;2837;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bata;;bata;18.384277720424656;57.334448198524505;66.53061224489676;F;False
2838;2838;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_beber;;beber;7.3048461503881965;63.53741496598886;68.52607709750558;F;False
2839;2839;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bebida;;bebida;8.948316839650795;36.62016459565365;42.97052154194603;F;False
2840;2840;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_beca;;beca;9.09247492855858;67.8231292517033;72.81179138322004;F;False
2841;2841;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_belleza;;belleza;10.586914254807429;62.77729991970915;72.76643990929442;F;False
2842;2842;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_belÃ©n;;belén;8.527426420501726;67.39692513088613;72.38558726240284;F;False
2843;2843;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_berenjena;;berenjena;8.688224531303327;38.32016533154104;50.11337868480581;F;False
2844;2844;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_berza;;berza;6.499308573276608;72.83663676265917;80.01000557713668;F;False
2845;2845;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bicho;;bicho;14.316165216748555;87.23356009070926;92.22222222222601;F;False
2846;2846;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bigote;;bigote;4.251566799568331;38.84353741496227;43.832199546478996;F;False
2847;2847;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bizcocho;;bizcocho;5.273091422145148;65.2154195011363;70.204081632653;F;False
2848;2848;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_boda;;boda;11.372969283676412;92.22222222221887;97.2108843537356;F;False
2849;2849;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bodega;;bodega;6.712214160923951;60.11337868481093;65.10204081632764;F;False
2850;2850;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bolsillo;;bolsillo;8.249294450498166;77.68707482993166;82.67573696144838;F;False
2851;2851;Spanish;Monolinguals;111;b;naming;b_pic_nam_111_bombero;;bombero;25.11572004341824;69.52380952380821;74.51247165533205;F;False
2852;2852;Spanish;Monolinguals;111;b;PW;b_PW_111_badirra;;badirra;12.877945812923276;104.69387755102129;109.68253968253805;F;False
2853;2853;Spanish;Monolinguals;111;b;PW;b_PW_111_bafo;;bafo;18.803761833711164;158.48072562358342;163.46938775510722;F;False
2854;2854;Spanish;Monolinguals;111;b;PW;b_PW_111_baijo;;baijo;17.347417616849267;72.789115646259;77.77777777777574;F;False
2855;2855;Spanish;Monolinguals;111;b;PW;b_PW_111_bamio;;bamio;14.087624913708115;55.53287981859968;60.52154195012349;F;False
2856;2856;Spanish;Monolinguals;111;b;PW;b_PW_111_baneja;;baneja;8.104129941496979;101.63265306123036;106.62131519275421;F;False
2857;2857;Spanish;Monolinguals;111;b;PW;b_PW_111_bantula;;bantula;6.9902734035802245;113.90022675738008;118.88888888888971;F;False
2858;2858;Spanish;Monolinguals;111;b;PW;b_PW_111_bebufa;;bebufa;13.17003710553468;109.36814211582657;117.66439909297331;F;False
2859;2859;Spanish;Monolinguals;111;b;PW;b_PW_111_bejo;;bejo;13.418187844326232;82.08616780045475;87.07482993197857;F;False
2860;2860;Spanish;Monolinguals;111;b;PW;b_PW_111_bellar;;bellar;9.212730336734682;74.80725623582885;79.79591836735267;F;False
2861;2861;Spanish;Monolinguals;111;b;PW;b_PW_111_belloda;;belloda;6.116714505623082;78.59750223906302;89.3197278911515;F;False
2862;2862;Spanish;Monolinguals;111;b;PW;b_PW_111_bemÃ©l;;bemél;13.018379165190046;85.14739229025281;90.13605442176242;F;False
2863;2863;Spanish;Monolinguals;111;b;PW;b_PW_111_berfo;;berfo;45.05546970371989;169.00226757370262;173.99092970522645;F;False
2864;2864;Spanish;Monolinguals;111;b;PW;b_PW_111_berranpoma;;berranpoma;8.154109695966495;103.76417233560177;108.75283446712558;F;False
2865;2865;Spanish;Monolinguals;111;b;PW;b_PW_111_bifla;;bifla;16.403481149010123;114.39909297052964;119.38775510205343;F;False
2866;2866;Spanish;Monolinguals;111;b;PW;b_PW_111_bijufe;;bijufe;7.713605315372367;154.39909297052168;159.3877551020455;F;False
2867;2867;Spanish;Monolinguals;111;b;PW;b_PW_111_bizcura;;bizcura;6.254279686190696;114.53514739228865;119.52380952381249;F;False
2868;2868;Spanish;Monolinguals;111;b;PW;b_PW_111_bollopa;;bollopa;9.870429808187936;59.2970521541929;64.28571428571672;F;False
2869;2869;Spanish;Monolinguals;111;b;PW;b_PW_111_boltaro;;boltaro;12.964798467815097;107.41496598639343;112.40362811790304;F;False
2870;2870;Spanish;Monolinguals;111;b;PW;b_PW_111_bombaja;;bombaja;7.72416499357566;66.5343234360023;72.74376417234406;F;False
2871;2871;Spanish;Monolinguals;111;b;PW;b_PW_111_boÃ±a;;boña;4.773385269277711;10.576723318436619;24.02144247564309;F;False
2872;2872;Spanish;Monolinguals;111;b;reading;b_reading_111_baile;;baile;22.162635993455964;94.58049886620756;99.5691609977314;F;False
2873;2873;Spanish;Monolinguals;111;b;reading;b_reading_111_bandera;;bandera;5.110619134899308;61.54195011338004;66.53061224490386;F;False
2874;2874;Spanish;Monolinguals;111;b;reading;b_reading_111_barriga;;barriga;6.308096925422452;50.02267573695463;55.01133786847845;F;False
2875;2875;Spanish;Monolinguals;111;b;reading;b_reading_111_barrio;;barrio;9.026346129407724;91.17913832199065;96.16780045351447;F;False
2876;2876;Spanish;Monolinguals;111;b;reading;b_reading_111_basura;;basura;9.209868259927065;56.75736961451605;61.746031746025665;F;False
2877;2877;Spanish;Monolinguals;111;b;reading;b_reading_111_bata;;bata;7.604251181918597;56.467820460241576;65.79704571670675;F;False
