;Unnamed: 0;Language;Group;Speaker;Grapheme;Task;File;Problem;Word;Plosive_Index;VOT;Length;Gender;Fricatived
4691;4736;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_beber;;beber;12.543744631289124;98.75283446712044;103.74149659864072;F;False
4692;4737;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bebida;;bebida;11.336834000001266;130.3401360544214;135.3287981859417;F;False
4693;4738;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_beca;;beca;36.41787864206496;98.39002267573704;103.37868480725732;F;False
4694;4739;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_belleza;;belleza;9.079129955524571;147.12018140589578;152.10884353741605;F;False
4695;4740;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_belén;;belén;25.16034787162322;92.15419501133935;97.14285714285609;F;False
4696;4741;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_berenjena;;berenjena;27.92954237539269;6.123979632835841;14.074365504896493;F;False
4697;4742;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bicho;;bicho;20.849332697641465;100.15873015873213;105.14739229025592;F;False
4698;4743;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bigote;;bigote;22.925161288415808;121.29251700680756;126.28117913832426;F;False
4699;4744;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bizcocho;;bizcocho;24.921479377090808;86.32653061224718;91.31519274376387;F;False
4700;4745;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_boda;;boda;51.62084146020952;117.6870748299379;122.67573696145465;F;False
4701;4746;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bodega;;bodega;61.01919774930176;104.08163265306314;109.07029478457987;F;False
4702;4747;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bolsillo;;bolsillo;20.18415708187589;43.53741496598218;48.52607709750599;F;False
4703;4748;Spanish;Bilinguals;6;b;naming;b_pic_nam_6_bombero;;bombero;43.176006059511145;109.4331065759633;114.42176870748709;F;False
4704;4749;Spanish;Bilinguals;6;b;PW;b_PW_6_badirra;;badirra;26.301230178009305;97.57369614511904;102.56235827664284;F;False
4705;4750;Spanish;Bilinguals;6;b;PW;b_PW_6_bafo;;bafo;37.82002300190753;117.00680272107887;121.99546485260271;F;False
4706;4751;Spanish;Bilinguals;6;b;PW;b_PW_6_baijo;;baijo;22.51400023334582;61.20181405894697;66.1904761904708;F;False
4707;4752;Spanish;Bilinguals;6;b;PW;b_PW_6_bamio;;bamio;46.75660524963315;110.29262332385773;124.34952629651264;F;False
4708;4753;Spanish;Bilinguals;6;b;PW;b_PW_6_baneja;;baneja;20.053597182517365;5.903326407803887;19.960229380458827;F;False
4709;4754;Spanish;Bilinguals;6;b;PW;b_PW_6_bantula;;bantula;15.408188249213636;83.96825396825136;88.95691609977519;F;False
4710;4755;Spanish;Bilinguals;6;b;PW;b_PW_6_bebufa;;bebufa;34.903900756183496;38.639455782316645;43.62811791384046;F;False
4711;4756;Spanish;Bilinguals;6;b;PW;b_PW_6_bejo;;bejo;16.226968571179246;104.9433106576032;109.93197278911282;F;False
4712;4757;Spanish;Bilinguals;6;b;PW;b_PW_6_bellar;;bellar;14.28652271689631;94.80725623583908;99.79591836734869;F;False
4713;4758;Spanish;Bilinguals;6;b;PW;b_PW_6_belloda;;belloda;50.21750479228189;80.61224489794937;85.6009070294732;F;False
4714;4759;Spanish;Bilinguals;6;b;PW;b_PW_6_bemél;;bemél;14.922932457389654;109.07029478458695;114.05895691609658;F;False
4715;4760;Spanish;Bilinguals;6;b;PW;b_PW_6_berfo;;berfo;64.20345396801329;139.31972789114866;144.30839002267246;F;False
4716;4761;Spanish;Bilinguals;6;b;PW;b_PW_6_berranpoma;;berranpoma;19.46795998141648;77.573696145123;82.56235827663261;F;False
4717;4762;Spanish;Bilinguals;6;b;PW;b_PW_6_bifla;;bifla;13.454602232304538;118.77551020408815;123.76417233559778;F;False
4718;4763;Spanish;Bilinguals;6;b;PW;b_PW_6_bijufe;;bijufe;25.71896278555075;4.547191927500193;14.005776508028589;F;False
4719;4764;Spanish;Bilinguals;6;b;PW;b_PW_6_bizcura;;bizcura;14.19233444387018;89.38775510203811;94.37641723356194;F;False
4720;4765;Spanish;Bilinguals;6;b;PW;b_PW_6_bollopa;;bollopa;2.9412083652756014;43.71882086168455;48.70748299319416;F;False
4721;4766;Spanish;Bilinguals;6;b;PW;b_PW_6_boltaro;;boltaro;13.412892964598642;72.53968253968424;77.52834467120806;F;False
4722;4767;Spanish;Bilinguals;6;b;PW;b_PW_6_bombaja;;bombaja;11.048434979012175;60.15873015871875;65.14739229024258;F;False
4723;4768;Spanish;Bilinguals;6;b;PW;b_PW_6_boña;;boña;57.23510060546146;77.79299418098162;94.04089802890779;F;False
4724;4769;Spanish;Bilinguals;6;b;reading;b_reading_6_baile;;baile;19.03136590692767;51.97278911563786;56.96145124716168;F;False
4725;4770;Spanish;Bilinguals;6;b;reading;b_reading_6_bandera;;bandera;7.769327577939836;70.29478458049711;75.28344671200671;F;False
4726;4771;Spanish;Bilinguals;6;b;reading;b_reading_6_barriga;;barriga;8.301679838400869;40.725623582773096;45.71428571429692;F;False
4727;4772;Spanish;Bilinguals;6;b;reading;b_reading_6_barrio;;barrio;13.161100000930679;91.79138321994174;96.78004535146557;F;False
4728;4773;Spanish;Bilinguals;6;b;reading;b_reading_6_basura;;basura;29.369589142244237;3.3817173703027947;12.24189956209898;F;False
4729;4774;Spanish;Bilinguals;6;b;reading;b_reading_6_bata;;bata;20.488534735597547;121.65532879818385;126.64399092970768;F;False
4730;4775;Spanish;Bilinguals;6;b;reading;b_reading_6_beber;;beber;4.877449233354468;41.45124716553994;46.43990929704955;F;False
4731;4776;Spanish;Bilinguals;6;b;reading;b_reading_6_bebida;;bebida;10.26772002589931;96.530612244905;101.51927437641459;F;False
4732;4777;Spanish;Bilinguals;6;b;reading;b_reading_6_beca;;beca;23.96740310417139;106.96145124717304;111.95011337868266;F;False
4733;4778;Spanish;Bilinguals;6;b;reading;b_reading_6_belleza;;belleza;11.420459510920795;129.97732426302375;134.9659863945476;F;False
4734;4779;Spanish;Bilinguals;6;b;reading;b_reading_6_belén;;belén;14.639368348576891;73.12925170069208;78.11791383221589;F;False
4735;4780;Spanish;Bilinguals;6;b;reading;b_reading_6_berenjena;;berenjena;28.075290217124422;54.10430839003767;59.09297052156148;F;False
4736;4781;Spanish;Bilinguals;6;b;reading;b_reading_6_berza;;berza;40.66778683679622;4.3256413540291305;19.545978801318146;F;False
4737;4782;Spanish;Bilinguals;6;b;reading;b_reading_6_bicho;;bicho;27.899897580524996;99.09297052155351;104.08163265304891;F;False
4738;4783;Spanish;Bilinguals;6;b;reading;b_reading_6_bigote;;bigote;11.237097527589336;87.07482993199278;92.06349206351659;F;False
4739;4784;Spanish;Bilinguals;6;b;reading;b_reading_6_bizcocho;;bizcocho;17.707781560561685;76.91609977322855;81.90476190475238;F;False
4740;4785;Spanish;Bilinguals;6;b;reading;b_reading_6_boda;;boda;34.665426171624105;144.1926705531671;169.82692309593972;F;False
4741;4786;Spanish;Bilinguals;6;b;reading;b_reading_6_bodega;;bodega;30.076856530656833;87.58369618786331;119.62651186632911;F;False
4742;4787;Spanish;Bilinguals;6;b;reading;b_reading_6_bolsillo;;bolsillo;35.78475569156723;93.53741496596511;98.52607709748895;F;False
4743;4788;Spanish;Bilinguals;6;b;reading;b_reading_6_bombero;;bombero;16.19033739517478;81.2925170068013;86.2811791383251;F;False
4744;4789;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vacío;;vacío;24.133773213151716;89.29705215419494;94.2857142857143;F;False
4745;4790;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vajilla;;vajilla;32.3156281690384;80.56689342403622;85.55555555555559;F;False
4746;4791;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vamos;;vamos;17.088462722263234;58.57142857143315;63.560090702949886;F;False
4747;4792;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vaquero;;vaquero;16.44261333603438;47.22961220125654;63.5783241170742;F;False
4748;4793;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_varios;;varios;38.05529081879956;72.33560090703149;77.32426303854822;F;False
4749;4794;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vaso;;vaso;17.174868466767805;84.10430839002457;89.09297052154129;F;False
4750;4795;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vecino;;vecino;47.047108283656165;120.99773242630366;125.98639455782744;F;False
4751;4796;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vela;;vela;54.40424766840747;125.05668934240788;130.0453514739246;F;False
4752;4797;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_veloz;;veloz;25.510910906489148;2.7615306706181286;12.327771515082018;F;False
4753;4798;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vencer;;vencer;15.054097997708814;70.38548752834117;75.37414965986501;F;False
4754;4799;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_venga;;venga;37.51153155157381;99.31972789115663;104.30839002268044;F;False
4755;4800;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_ventanilla;;ventanilla;19.092319510438887;54.94331065759185;59.931972789115655;F;False
4756;4801;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_verano;;verano;33.47655135145554;125.85034013605429;130.83900226757805;F;False
4757;4802;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vidrio;;vidrio;12.433019000688331;140.52154195012182;145.5102040816314;F;False
4758;4803;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vistazo;;vistazo;21.45072553670728;93.83219954648321;98.82086167799288;F;False
4759;4804;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_vivienda;;vivienda;20.71221821537411;80.97505668933991;85.96371882086372;F;False
4760;4805;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_voceo;;voceo;20.917351125655216;215.94723477436162;231.78101272381468;F;False
4761;4806;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_voces;;voces;65.93571896561195;145.80498866213532;150.79365079365914;F;False
4762;4807;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_volante;;volante;12.231310866552615;53.605442176859704;58.59410430838353;F;False
4763;4808;Spanish;Bilinguals;6;v;naming;b_pic_nam_6_volverse;;volverse;47.65316446515109;94.60317460317923;99.59183673468884;F;False
4764;4809;Spanish;Bilinguals;6;v;PW;b_PW_6_valis;;valis;22.54026143805821;59.22902494330629;64.21768707483011;F;False
4765;4810;Spanish;Bilinguals;6;v;PW;b_PW_6_vallefo;;vallefo;24.697429305631577;94.19501133787378;99.1836734693976;F;False
4766;4811;Spanish;Bilinguals;6;v;PW;b_PW_6_valío;;valío;28.40758777370448;97.98185941042448;102.9705215419483;F;False
4767;4812;Spanish;Bilinguals;6;v;PW;b_PW_6_varruta;;varruta;30.48508468262228;37.95918367347896;42.94784580498856;F;False
4768;4813;Spanish;Bilinguals;6;v;PW;b_PW_6_vaties;;vaties;10.814789685460005;48.2312925170021;53.219954648525906;F;False
4769;4814;Spanish;Bilinguals;6;v;PW;b_PW_6_vañe;;vañe;30.27890228545957;89.8639455782444;94.85260770975401;F;False
4770;4815;Spanish;Bilinguals;6;v;PW;b_PW_6_venba;;venba;12.360537143121615;63.28798185940343;68.27664399092725;F;False
4771;4816;Spanish;Bilinguals;6;v;PW;b_PW_6_venpar;;venpar;13.49888465557847;100.74829931973284;105.73696145124245;F;False
4772;4817;Spanish;Bilinguals;6;v;PW;b_PW_6_ventijina;;ventijina;3.7188386523920833;37.50566893424434;42.49433106576817;F;False
4773;4818;Spanish;Bilinguals;6;v;PW;b_PW_6_vepa;;vepa;26.23794110019039;125.75963718821016;130.74829931973395;F;False
4774;4819;Spanish;Bilinguals;6;v;PW;b_PW_6_verez;;verez;12.895816805786385;97.39229024943087;102.38095238095468;F;False
4775;4820;Spanish;Bilinguals;6;v;PW;b_PW_6_verrapo;;verrapo;8.126846896656751;109.4104308390058;114.39909297051544;F;False
4776;4821;Spanish;Bilinguals;6;v;PW;b_PW_6_vetimo;;vetimo;22.484266136436645;125.07936507937245;130.06802721088206;F;False
4777;4822;Spanish;Bilinguals;6;v;PW;b_PW_6_vifio;;vifio;12.682214034807153;102.49433106575623;107.48299319726584;F;False
4778;4823;Spanish;Bilinguals;6;v;PW;b_PW_6_vilianta;;vilianta;17.4804713186181;4.167278640196058;13.425149453070162;F;False
4779;4824;Spanish;Bilinguals;6;v;PW;b_PW_6_vispulo;;vispulo;10.522733114993322;75.895691609972;80.88435374149583;F;False
4780;4825;Spanish;Bilinguals;6;v;PW;b_PW_6_vojande;;vojande;32.05854561377542;5.0619869696504365;15.754904627925725;F;False
4781;4826;Spanish;Bilinguals;6;v;PW;b_PW_6_volgarse;;volgarse;26.33182970686892;47.369614512490436;52.35827664401428;F;False
4782;4827;Spanish;Bilinguals;6;v;PW;b_PW_6_vopas;;vopas;8.876203727039233;100.54421768708721;105.53287981861105;F;False
4783;4828;Spanish;Bilinguals;6;v;PW;b_PW_6_voñeo;;voñeo;8.42311294506778;46.55328798187952;51.54195011337493;F;False
4784;4829;Spanish;Bilinguals;6;v;reading;b_reading_6_vacío;;vacío;21.844037892216292;122.01814058957441;127.0068027210982;F;False
4785;4830;Spanish;Bilinguals;6;v;reading;b_reading_6_vajilla;;vajilla;22.040917351749982;94.89795918366896;99.88662131519276;F;False
4786;4831;Spanish;Bilinguals;6;v;reading;b_reading_6_vamos;;vamos;18.136990348976653;121.315192743765;126.30385487528886;F;False
4787;4832;Spanish;Bilinguals;6;v;reading;b_reading_6_vaquero;;vaquero;21.35360877306265;69.0022675736941;73.9909297051895;F;False
4788;4833;Spanish;Bilinguals;6;v;reading;b_reading_6_varios;;varios;14.982487954300256;111.56462585034888;116.55328798187271;F;False
4789;4834;Spanish;Bilinguals;6;v;reading;b_reading_6_vaso;;vaso;13.842846384224211;88.63945578229959;93.62811791382343;F;False
4790;4835;Spanish;Bilinguals;6;v;reading;b_reading_6_vecino;;vecino;24.963665866137195;106.05442176870385;111.04308390022766;F;False
4791;4836;Spanish;Bilinguals;6;v;reading;b_reading_6_vela;;vela;15.698479136223993;143.7868480725513;148.7755102040751;F;False
4792;4837;Spanish;Bilinguals;6;v;reading;b_reading_6_veloz;;veloz;9.822456536226325;113.65079365080533;118.63945578232916;F;False
4793;4838;Spanish;Bilinguals;6;v;reading;b_reading_6_vencer;;vencer;9.670382225058015;63.537414965992404;68.52607709751624;F;False
4794;4839;Spanish;Bilinguals;6;v;reading;b_reading_6_venga;;venga;24.930954120612626;102.26757369613891;107.25623582766278;F;False
4795;4840;Spanish;Bilinguals;6;v;reading;b_reading_6_ventanilla;;ventanilla;10.676488290343338;42.35827664399493;47.34693877551877;F;False
4796;4841;Spanish;Bilinguals;6;v;reading;b_reading_6_verano;;verano;8.164661011640174;102.63038548751524;107.61904761903908;F;False
4797;4842;Spanish;Bilinguals;6;v;reading;b_reading_6_vidrio;;vidrio;11.833000814819698;73.56009070295502;78.54875283447882;F;False
4798;4843;Spanish;Bilinguals;6;v;reading;b_reading_6_vistazo;;vistazo;22.14597629712661;73.3786848072384;78.36734693876224;F;False
4799;4844;Spanish;Bilinguals;6;v;reading;b_reading_6_vivienda;;vivienda;17.467673073268088;115.66893424037515;120.65759637189899;F;False
4800;4845;Spanish;Bilinguals;6;v;reading;b_reading_6_voceo;;voceo;30.468105583433555;66.87074829932271;71.85941043084655;F;False
4801;4846;Spanish;Bilinguals;6;v;reading;b_reading_6_voces;;voces;45.20155399794425;106.14512471656212;111.13378684808596;F;False
4802;4847;Spanish;Bilinguals;6;v;reading;b_reading_6_volante;;volante;15.7674485311464;78.4126984127056;83.40136054422942;F;False
4803;4848;Spanish;Bilinguals;6;v;reading;b_reading_6_volverse;;volverse;26.90780546530517;59.637188208625965;64.62585034014978;F;False
4804;4849;French;Bilinguals;7;b;naming;b_pic_nam_7_bague;;bague;46.17538614010415;124.21768707482995;129.2063492063493;F;False
4805;4850;French;Bilinguals;7;b;naming;b_pic_nam_7_balai;;balai;14.169754447327906;116.80272108843548;121.79138321995441;F;False
4806;4851;French;Bilinguals;7;b;naming;b_pic_nam_7_barrette;;barrette;8.233547532477857;186.25850340136108;191.24716553288047;F;False
4807;4852;French;Bilinguals;7;b;naming;b_pic_nam_7_beau;;beau;24.10344202308673;134.14965986394554;139.13832199546403;F;False
4808;4853;French;Bilinguals;7;b;naming;b_pic_nam_7_bec;;bec;10.455540617260372;112.47165532879856;117.46031746031882;F;False
4809;4854;French;Bilinguals;7;b;naming;b_pic_nam_7_benne;;benne;10.438319452051767;95.82766439909209;100.81632653061057;F;False
4810;4855;French;Bilinguals;7;b;naming;b_pic_nam_7_berceau;;berceau;11.48702230853601;80.79365079364997;85.78231292516847;F;False
4811;4856;French;Bilinguals;7;b;naming;b_pic_nam_7_berceuse;;berceuse;10.329146725503028;76.28117913832355;81.26984126984205;F;False
4812;4857;French;Bilinguals;7;b;naming;b_pic_nam_7_biche;;biche;8.176194005070581;102.53968253968182;107.52834467120209;F;False
4813;4858;French;Bilinguals;7;b;naming;b_pic_nam_7_bijou;;bijou;17.690092901850566;124.85260770974806;129.84126984126829;F;False
4814;4859;French;Bilinguals;7;b;naming;b_pic_nam_7_bille;;bille;7.065411127627393;122.63038548752549;127.61904761904572;F;False
4815;4860;French;Bilinguals;7;b;naming;b_pic_nam_7_bitume;;bitume;8.474343602635257;88.23129251700834;93.2199546485286;F;False
4816;4861;French;Bilinguals;7;b;naming;b_pic_nam_7_bière;;bière;8.455899763310889;82.1315192743768;87.12018140589707;F;False
4817;4862;French;Bilinguals;7;b;naming;b_pic_nam_7_bocal;;bocal;18.73152081529664;13.999843845638793;18.988505977162614;F;False
4818;4863;French;Bilinguals;7;b;naming;b_pic_nam_7_bonnet;;bonnet;5.259153620866863;21.274082491707706;33.62105382446145;F;False
4819;4864;French;Bilinguals;7;b;naming;b_pic_nam_7_bossu;;bossu;15.267666172335966;103.03854875283493;108.02721088435163;F;False
4820;4865;French;Bilinguals;7;b;naming;b_pic_nam_7_bout;;bout;2.7136631390442045;84.80725623581975;89.79591836734356;F;False
4821;4866;French;Bilinguals;7;b;naming;b_pic_nam_7_boîtier;;boîtier;16.857664468602053;129.31972789115775;134.30839002267447;F;False
4822;4867;French;Bilinguals;7;b;naming;b_pic_nam_7_béquille;;béquille;10.131669373815203;98.66213151927641;103.65079365079308;F;False
4823;4868;French;Bilinguals;7;b;PW;b_PW_7_baje;;baje;7.502498564641058;105.69160997732041;110.68027210884424;F;False
4824;4869;French;Bilinguals;7;b;PW;b_PW_7_bamite;;bamite;4.912821711889358;90.86167800453636;95.85034013605309;F;False
4825;4870;French;Bilinguals;7;b;PW;b_PW_7_bamé;;bamé;7.754657705256583;108.18594104308944;113.17460317460615;F;False
4826;4871;French;Bilinguals;7;b;PW;b_PW_7_baut;;baut;3.2101274373178925;104.08163265306314;109.07029478457987;F;False
4827;4872;French;Bilinguals;7;b;PW;b_PW_7_berlise;;berlise;7.512553549468013;106.48526077097387;111.47392290249769;F;False
4828;4873;French;Bilinguals;7;b;PW;b_PW_7_berlit;;berlit;9.669993161239065;107.55102040816664;112.53968253968335;F;False
4829;4874;French;Bilinguals;7;b;PW;b_PW_7_berre;;berre;14.87857275743762;101.315192743769;106.30385487528572;F;False
4830;4875;French;Bilinguals;7;b;PW;b_PW_7_bigude;;bigude;10.03797841364393;113.83219954647929;118.8208616780031;F;False
4831;4876;French;Bilinguals;7;b;PW;b_PW_7_bime;;bime;6.2386313817860986;123.53741496599469;128.5260770975043;F;False
4832;4877;French;Bilinguals;7;b;PW;b_PW_7_bipon;;bipon;2.9590033401369102;83.1746031745979;88.16326530612173;F;False
4833;4878;French;Bilinguals;7;b;PW;b_PW_7_bisleau;;bisleau;2.7795839902673705;90.97679071750521;105.48622595599966;F;False
4834;4879;French;Bilinguals;7;b;PW;b_PW_7_bive;;bive;6.8365126671460175;166.5079365079265;171.49659863945033;F;False
4835;4880;French;Bilinguals;7;b;PW;b_PW_7_biète;;biète;4.312278070137073;88.79818594104452;93.78684807256832;F;False
4836;4881;French;Bilinguals;7;b;PW;b_PW_7_bofa;;bofa;5.818976571240842;127.77777777778;132.7664399092896;F;False
4837;4882;French;Bilinguals;7;b;PW;b_PW_7_bomain;;bomain;9.709100052026272;115.9410430838932;120.92970521541704;F;False
4838;4883;French;Bilinguals;7;b;PW;b_PW_7_boud;;boud;5.795504753068035;70.24943310656795;75.23809523809176;F;False
4839;4884;French;Bilinguals;7;b;PW;b_PW_7_bovel;;bovel;5.305980212357749;99.4104308390007;104.39909297052452;F;False
4840;4885;French;Bilinguals;7;b;PW;b_PW_7_boînion;;boînion;2.9511053915457857;7.233532369852469;24.292026838509173;F;False
4841;4886;French;Bilinguals;7;b;PW;b_PW_7_bèpe;;bèpe;11.821946467286818;122.90249433105772;127.89115646258152;F;False
4842;4887;French;Bilinguals;7;b;PW;b_PW_7_béture;;béture;15.55942901817996;51.83673469387884;56.82539682540266;F;False
4843;4888;French;Bilinguals;7;b;reading;b_reading_7_bague;;bague;8.58164341344506;116.03174603173728;121.0204081632611;F;False
4844;4889;French;Bilinguals;7;b;reading;b_reading_7_balai;;balai;8.257875838570412;82.4263038548736;87.41496598639742;F;False
4845;4890;French;Bilinguals;7;b;reading;b_reading_7_barrette;;barrette;14.32644148721296;101.63265306123036;106.62131519273994;F;False
4846;4891;French;Bilinguals;7;b;reading;b_reading_7_beau;;beau;6.605153488017824;109.7959183673538;114.78458049886343;F;False
4847;4892;French;Bilinguals;7;b;reading;b_reading_7_bec;;bec;11.103437484671922;74.94331065760207;79.93197278911167;F;False
4848;4893;French;Bilinguals;7;b;reading;b_reading_7_benne;;benne;7.0394448298999;108.39002267573505;113.37868480725888;F;False
4849;4894;French;Bilinguals;7;b;reading;b_reading_7_berceau;;berceau;6.2489648767952035;52.925170068022005;57.91383219954582;F;False
4850;4895;French;Bilinguals;7;b;reading;b_reading_7_berceuse;;berceuse;3.9647975515129827;54.78458049887536;59.77324263038498;F;False
4851;4896;French;Bilinguals;7;b;reading;b_reading_7_biche;;biche;8.690123497311596;75.62358276643978;80.61224489796359;F;False
4852;4897;French;Bilinguals;7;b;reading;b_reading_7_bijou;;bijou;5.560498067291446;5.026127749914623;21.47527311325349;F;False
4853;4898;French;Bilinguals;7;b;reading;b_reading_7_bille;;bille;6.181913586456817;93.85487528345492;98.84353741497877;F;False
4854;4899;French;Bilinguals;7;b;reading;b_reading_7_bistrot;;bistrot;7.185278733241963;69.81859410430502;74.80725623582885;F;False
4855;4900;French;Bilinguals;7;b;reading;b_reading_7_bitume;;bitume;5.777462087292316;62.018140589572106;67.00680272109594;F;False
4856;4901;French;Bilinguals;7;b;reading;b_reading_7_bière;;bière;6.343616008143175;121.04308390021856;126.0317460317424;F;False
4857;4902;French;Bilinguals;7;b;reading;b_reading_7_bocal;;bocal;8.212789973140593;75.05668934240362;80.04535147391323;F;False
4858;4903;French;Bilinguals;7;b;reading;b_reading_7_bonnet;;bonnet;5.085042754771963;54.920634920634356;59.9092970521582;F;False
4859;4904;French;Bilinguals;7;b;reading;b_reading_7_bossu;;bossu;5.610495792224176;67.66439909297617;72.65306122448577;F;False
4860;4905;French;Bilinguals;7;b;reading;b_reading_7_bout;;bout;4.452229830095232;81.33786848073044;86.32653061224005;F;False
4861;4906;French;Bilinguals;7;b;reading;b_reading_7_boîtier;;boîtier;4.052406714759504;75.75963718821299;80.74829931973683;F;False
4862;4907;French;Bilinguals;7;b;reading;b_reading_7_béquille;;béquille;14.202370352072096;52.51700680273075;57.50566893424036;F;False
4863;4908;French;Bilinguals;7;v;naming;b_pic_nam_7_vaisseau;;vaisseau;9.13937496008088;72.97052154195005;103.01127960328094;F;False
4864;4909;French;Bilinguals;7;v;naming;b_pic_nam_7_valet;;valet;6.058735386392993;164.17233560090727;169.16099773242618;F;False
4865;4910;French;Bilinguals;7;v;naming;b_pic_nam_7_valise;;valise;6.387746975242092;60.09070294784546;65.07936507936485;F;False
4866;4911;French;Bilinguals;7;v;naming;b_pic_nam_7_vase;;vase;5.439082884057973;182.01814058956867;202.44868447221;F;False
4867;4912;French;Bilinguals;7;v;naming;b_pic_nam_7_vautour;;vautour;4.973330037537014;60.97505668934211;87.79835754229026;F;False
4868;4913;French;Bilinguals;7;v;naming;b_pic_nam_7_veau;;veau;26.2558976383872;28.795725526848067;90.38351913608976;F;False
4869;4914;French;Bilinguals;7;v;naming;b_pic_nam_7_veilleuse;;veilleuse;6.303381367805562;91.36054421768593;96.34920634920616;F;False
4870;4915;French;Bilinguals;7;v;naming;b_pic_nam_7_ver;;ver;4.4037962233127494;150.6575963718824;155.64625850340266;F;False
4871;4916;French;Bilinguals;7;v;naming;b_pic_nam_7_verrou;;verrou;5.650226026770919;83.74149659864116;88.73015873015787;F;False
4872;4917;French;Bilinguals;7;v;naming;b_pic_nam_7_veste;;veste;11.92178213298391;8.970989543595211;72.29365057845173;F;False
4873;4918;French;Bilinguals;7;v;naming;b_pic_nam_7_viande;;viande;45.17652751460525;69.29705215419801;119.71217653182009;F;False
4874;4919;French;Bilinguals;7;v;naming;b_pic_nam_7_vide;;vide;3.9786748350366032;100.00000000000144;152.55084157941212;F;False
4875;4920;French;Bilinguals;7;v;naming;b_pic_nam_7_village;;village;16.835594374878305;55.27166849771703;165.80498866213134;F;False
4876;4921;French;Bilinguals;7;v;naming;b_pic_nam_7_ville;;ville;5.175682387446021;121.60997732426182;190.6965442859132;F;False
4877;4922;French;Bilinguals;7;v;naming;b_pic_nam_7_visage;;visage;18.429833029082037;83.37868480725774;88.36734693877445;F;False
4878;4923;French;Bilinguals;7;v;naming;b_pic_nam_7_vitrine;;vitrine;5.5231651909628345;74.05895691609744;112.80707641492428;F;False
4879;4924;French;Bilinguals;7;v;naming;b_pic_nam_7_voiture;;voiture;6.426369850686424;63.08390022675781;68.07256235827452;F;False
4880;4925;French;Bilinguals;7;v;naming;b_pic_nam_7_voleur;;voleur;3.081298973556361;60.294784580499076;93.06298704357374;F;False
4881;4926;French;Bilinguals;7;v;naming;b_pic_nam_7_voûte;;voûte;4.0878148607438565;74.55782312925406;113.6766485049634;F;False
4882;4927;French;Bilinguals;7;v;PW;b_PW_7_vabin;;vabin;3.2346456062591646;59.115646258504746;109.05417710424105;F;False
4883;4928;French;Bilinguals;7;v;PW;b_PW_7_vaident;;vaident;21.903017767809786;223.79882388865727;325.5974068443308;F;False
4884;4929;French;Bilinguals;7;v;PW;b_PW_7_vame;;vame;16.983068693616907;16.260427788445494;65.07936507937018;F;False
4885;4930;French;Bilinguals;7;v;PW;b_PW_7_varouse;;varouse;4.309131465573018;78.5487528344717;95.10463591137608;F;False
4886;4931;French;Bilinguals;7;v;PW;b_PW_7_vaupans;;vaupans;4.788850452855066;113.78684807256435;146.1394131985045;F;False
4887;4932;French;Bilinguals;7;v;PW;b_PW_7_veillade;;veillade;2.150020289004749;142.31292517006722;147.30158730159104;F;False
4888;4933;French;Bilinguals;7;v;PW;b_PW_7_verrile;;verrile;7.1655488853554825;108.02721088435163;113.01587301586837;F;False
4889;4934;French;Bilinguals;7;v;PW;b_PW_7_vespe;;vespe;7.404004340703151;130.3401360544143;135.32879818593813;F;False
4890;4935;French;Bilinguals;7;v;PW;b_PW_7_vianpe;;vianpe;9.744707826647417;114.2176870748273;119.20634920635106;F;False
4891;4936;French;Bilinguals;7;v;PW;b_PW_7_viblite;;viblite;5.246864982467472;79.90929705215423;110.51522882141285;F;False
4892;4937;French;Bilinguals;7;v;PW;b_PW_7_vije;;vije;3.980827423196703;102.06349206349329;170.1814007376896;F;False
